"Date","1101"
" 89/01/04","34.38"
" 89/01/05","35.25"
" 89/01/06","34.8"
" 89/01/07","33.17"
" 89/01/10","34.3"
" 89/01/11","35"
" 89/01/12","33.79"
" 89/01/13","33.97"
" 89/01/14","33.68"
" 89/01/15","33.88"
" 89/01/17","34.58"
" 89/01/18","34.06"
" 89/01/19","34.26"
" 89/01/20","35.72"
" 89/01/21","37.71"
" 89/01/24","39.16"
" 89/01/25","38.8"
" 89/01/26","39.75"
" 89/01/27","40.17"
" 89/01/28","38.39"
" 89/01/29","38.45"
" 89/01/31","38.41"
