"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"公司代號","公司名稱","營業收入","營業成本","營業毛利(毛損)","聯屬公司間未實現利益","聯屬公司間已實現利益","營業費用","營業淨利(淨損)","營業外收入及利益","營業外費用及損失","繼續營業單位稅前淨利(淨損)","所得稅(費用)利益","繼續營業單位淨利(淨損)","停業單位損益","非常損益","會計原則變動累積影響數","合併前非屬共同控制股權損益","本期淨利(淨損)","基本每股盈餘"
"1101","台泥","         11983419","         11204563","            778856","                  0","                614","            616729","            162741","          4135039","            162161","          4135619","             85000","          4050619","                  0","                  0","                  0","                  0","          4050619","                  1.10"
"1102","亞泥","          5078857","          4793623","            285234","                  0","                867","            368518","            -82417","          6418718","            337433","          5998868","             81539","          5917329","                  0","                  0","                  0","                  0","          5917329","                  1.92"
"1103","嘉泥","            600262","            586473","             13789","                  0","                  0","            135985","           -122196","            980350","            134044","            724110","             61916","            662194","                  0","                  0","                  0","                  0","            662194","                  1.06"
"1104","環球水泥","          1659645","          1528199","            131446","                  0","                  0","            140824","             -9378","            349593","            213421","            126794","             38982","             87812","                  0","                  0","                  0","                  0","             87812","                  0.15"
"1108","幸福水泥","          1552622","          1519189","             33433","                  0","                  0","            105558","            -72125","             23630","             92321","           -140816","            -21520","           -119296","                  0","                  0","                  0","                  0","           -119296","                 -0.29"
"1109","信大水泥","            747799","            701462","             46337","                140","                102","             52327","             -6028","             28692","             27295","             -4631","               -484","             -4147","                  0","                  0","                  0","                  0","             -4147","                 -0.01"
"1110","東泥","            721693","            652917","             68776","                  0","                  0","             27922","             40854","             30118","              2134","             68838","              7447","             61391","                  0","                  0","                  0","                  0","             61391","                  0.11"
"1201","味全公司","          6631551","          4288175","          2343376","                  0","                  0","          1900092","            443284","             98749","             90264","            451769","             89118","            362651","                  0","                  0","                  0","                  0","            362651","                  0.72"
"1203","味王公司","            997598","            741583","            256015","                  0","                  0","            220796","             35219","             65943","             10208","             90954","             25964","             64990","                  0","                  0","                  0","                  0","             64990","                  0.27"
"1210","大成長城","         11073937","         10145429","            928508","                  0","                  0","            571425","            357083","            389376","             43817","            702642","             92458","            610184","                  0","                  0","                  0","                  0","            610184","                  1.33"
"1213","大飲","            315085","            284683","             30402","                347","                513","             38347","             -7779","              4578","              1156","             -4357","                964","             -5321","                  0","                  0","                  0","                  0","             -5321","                 -0.10"
"1215","卜蜂企業","          7116750","          6670980","            445770","                  0","                  0","            409846","             35924","             93409","             10567","            118766","             22890","             95876","                  0","                  0","                  0","                  0","             95876","                  0.41"
"1216","統一","         25284745","         19426837","          5857908","                  0","                  0","          4826296","          1031612","          4703525","            791439","          4943698","            260918","          4682780","                  0","                  0","                  0","                  0","          4682780","                  1.03"
"1217","愛之味","          1453624","            906741","            546883","             10792","             13790","            533083","             16798","             79963","             91607","              5154","               -882","              6036","                  0","                  0","                  0","                  0","              6036","                  0.01"
"1218","泰山企業","          3557912","          3338761","            219151","             14650","             13123","            326305","           -108681","            287287","             43201","            135405","              4157","            131248","                  0","                  0","                  0","                  0","            131248","                  0.40"
"1219","福壽實業","          4634084","          4395997","            238087","                  0","                543","            281577","            -42947","            676638","             11231","            622460","               -854","            623314","                  0","                  0","                  0","                  0","            623314","                  2.13"
"1220","台榮","          1444162","          1272756","            171406","                  0","                  0","             79691","             91715","             21432","              4941","            108206","              6987","            101219","                  0","                  0","                  0","                  0","            101219","                  0.57"
"1225","福懋油","          4557632","          4353294","            204338","               -465","                  0","            136549","             68254","             13705","             17936","             64023","             11472","             52551","                  0","                  0","                  0","                  0","             52551","                  0.30"
"1227","佳格","          6130840","          3538683","          2592157","                  0","                  0","          1229242","          1362915","            236916","              4101","          1595730","            257517","          1338213","                  0","                  0","                  0","                  0","          1338213","                  2.91"
"1229","聯華實業","          2027599","          1794205","            233394","                  0","                  0","            123768","            109626","            868036","             31077","            946585","             64916","            881669","                  0","                  0","                  0","                  0","            881669","                  1.07"
"1231","聯華食品","          2586106","          1781733","            804373","                  0","                  0","            547645","            256728","             40458","             21709","            275477","             57782","            217695","                  0","                  0","                  0","                  0","            217695","                  1.89"
"1232","大統益","          8195581","          7713568","            482013","                  0","                  0","            157669","            324344","             51131","             24954","            350521","             58055","            292466","                  0","                  0","                  0","                  0","            292466","                  1.83"
"1233","天仁","          1016869","            412194","            604675","                  0","                  0","            442162","            162513","              5395","              1898","            166010","             30547","            135463","                  0","                  0","                  0","                  0","            135463","                  1.50"
"1234","黑松","          2770943","          2160605","            610338","             27188","             14728","            538082","             59796","            124714","              2602","            181908","             16200","            165708","                  0","                  0","                  0","                  0","            165708","                  0.31"
"1235","興泰","            162424","            145207","             17217","                  0","                  0","             20595","             -3378","              8833","              5337","                118","                 38","                 80","                  0","                  0","                  0","                  0","                 80","                  0.00"
"1236","宏亞食品","          1111210","            820465","            290745","                  0","                -23","            217789","             72933","              9353","             10620","             71666","             18530","             53136","                  0","                  0","                  0","                  0","             53136","                  0.54"
"1301","台塑","        100985120","         81096733","         19888387","                  0","                849","          4404943","         15484293","         14657233","            640015","         29501511","          3352707","         26148804","                  0","                  0","                  0","                  0","         26148804","                  4.27"
"1303","南亞塑膠","        105805521","         84741205","         21064316","               -495","                  0","          6296211","         14768600","          9295876","            910082","         23154394","          3147362","         20007032","                  0","                  0","                  0","                  0","         20007032","                  2.55"
"1304","台聚","          6843824","          4994462","          1849362","                  0","              4460","            267236","          1586586","            790637","             28930","          2348293","            324755","          2023538","                  0","                  0","                  0","                  0","          2023538","                  2.52"
"1305","華夏","          4982925","          4569920","            413005","               -504","                  0","            271503","            142006","            150925","             15442","            277489","             23896","            253593","                  0","                  0","                  0","                  0","            253593","                  0.60"
"1307","三芳化工","          3485797","          2866319","            619478","                  0","             19954","            417207","            222225","            213844","             45817","            390252","             65430","            324822","                  0","                  0","                  0","                  0","            324822","                  1.04"
"1308","亞聚","          3608930","          2334156","          1274774","                  0","                  0","            111677","          1163097","            130211","             16203","          1277105","            202353","          1074752","                  0","                  0","                  0","                  0","          1074752","                  3.43"
"1309","台達化工","          5768176","          5266407","            501769","                  0","                  0","            263540","            238229","            154209","             22779","            369659","             46594","            323065","                  0","                  0","                  0","                  0","            323065","                  1.16"
"1310","台苯","          6655572","          7094326","           -438754","                  0","                  0","             58159","           -496913","             36254","            251654","           -712313","                201","           -712514","                  0","                  0","                  0","                  0","           -712514","                 -1.23"
"1312","國喬石化","          9721394","          9397583","            323811","             -1193","              3407","            155930","            172481","            657846","             79815","            750512","              8400","            742112","                  0","                  0","                  0","                  0","            742112","                  0.82"
"1313","聯成","          3815612","          3354878","            460734","                  0","                  0","            204200","            256534","            608802","             24513","            840823","             70691","            770132","                  0","                  0","                  0","                  0","            770132","                  0.74"
"1314","中石化","         21159120","         17246870","          3912250","                651","              2331","            479641","          3434289","          4481147","            157745","          7757691","            765626","          6992065","                  0","                  0","                  0","                  0","          6992065","                  3.90"
"1315","達新工業","          1163636","          1022020","            141616","                  0","                  0","            121748","             19868","             65364","             60304","             24928","              1456","             23472","                  0","                  0","                  0","                  0","             23472","                  0.11"
"1316","上曜","             93983","             91042","              2941","                  0","                  0","             33942","            -31001","             36346","                618","              4727","                -44","              4771","                  0","                  0","                  0","                  0","              4771","                  0.07"
"1319","東陽","          6254345","          4832071","          1422274","             14974","             26951","          1091112","            343139","            489448","            115908","            716679","            124028","            592651","                  0","                  0","                  0","                  0","            592651","                  1.15"
"1321","大洋","          2683231","          2583952","             99279","                  0","                  0","            152070","            -52791","              5032","             61232","           -108991","             -2697","           -106294","                  0","                  0","                  0","                  0","           -106294","                 -0.47"
"1323","永裕","            820697","            681734","            138963","              2796","              2444","             87045","             51566","             36485","              5796","             82255","             15793","             66462","                  0","                  0","                  0","                  0","             66462","                  0.81"
"1324","地球工業","            784050","            655010","            129040","                191","              1320","             87916","             42253","              2527","                781","             43999","              8502","             35497","                  0","                  0","                  0","                  0","             35497","                  0.47"
"1325","恒大","            573173","            448295","            124878","                  0","                  0","             39373","             85505","             24398","             19268","             90635","             16449","             74186","                  0","                  0","                  0","                  0","             74186","                  0.78"
"1326","台化","        153014029","        131488689","         21525340","            464547","                  0","          3356354","         17704439","         14024299","            685784","         31042954","          2884072","         28158882","                  0","                  0","                  0","                  0","         28158882","                  4.96"
"1339","昭輝","            551979","            391934","            160045","                  0","                  0","             71407","             88638","              5631","              7891","             86378","             12531","             73847","                  0","                  0","                  0","                  0","             73847","                  1.29"
"1402","遠東新","         31438972","         28202867","          3236105","                  0","                  0","          2311816","            924289","          8267634","            475551","          8716372","            601827","          8114545","                  0","                  0","                  0","                  0","          8114545","                  1.71"
"1409","新纖","         14081265","         12925033","          1156232","                  0","                  0","            506663","            649569","            618946","            138754","          1129761","            125376","          1004385","                  0","                  0","                  0","                  0","          1004385","                  0.60"
"1410","南染","            184461","            124963","             59498","                  0","                  0","             27283","             32215","             19053","                684","             50584","              1962","             48622","                  0","                  0","                  0","                  0","             48622","                  0.54"
"1413","宏洲纖維","          2381555","          2279715","            101840","                  0","                  0","             57285","             44555","              1476","              6274","             39757","              1936","             37821","                  0","                  0","                  0","                  0","             37821","                  0.23"
