"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"公司代號","公司名稱","營業收入","營業成本","營業毛利(毛損)","聯屬公司間未實現利益","聯屬公司間已實現利益","營業費用","營業淨利(淨損)","營業外收入及利益","營業外費用及損失","繼續營業單位稅前淨利(淨損)","所得稅(費用)利益","繼續營業單位淨利(淨損)","停業單位損益","非常損益","會計原則變動累積影響數","合併前非屬共同控制股權損益","本期淨利(淨損)","基本每股盈餘"
"1101","台泥","         11561433","         10211672","          1349761","                  0","                614","            487151","            863224","          3231511","            155070","          3939665","              5375","          3934290","                  0","                  0","                  0","                  0","          3934290","                  1.07"
"1102","亞泥","          5574049","          5184635","            389414","              7883","                  0","            266024","            115507","          4576844","            487872","          4204479","            115713","          4088766","                  0","                  0","                  0","                  0","          4088766","                  1.27"
"1103","嘉泥","            620146","            604965","             15181","                  0","                  0","             74414","            -59233","            203588","            142788","              1567","             -9794","             11361","                  0","                  0","                  0","                  0","             11361","                  0.02"
"1104","環球水泥","          1650620","          1517392","            133228","                  0","                  0","            152934","            -19706","            438388","              5744","            412938","              2557","            410381","                  0","                  0","                  0","                  0","            410381","                  0.68"
"1108","幸福水泥","          1593406","          1464453","            128953","                  0","                  0","            108678","             20275","            182648","             40257","            162666","             22884","            139782","                  0","                  0","                  0","                  0","            139782","                  0.35"
"1109","信大水泥","            842862","            727797","            115065","                124","                145","             62491","             52595","             23782","             38643","             37734","             11366","             26368","                  0","                  0","                  0","                  0","             26368","                  0.06"
"1110","東泥","            723654","            657527","             66127","                  0","                  0","             31268","             34859","             83638","              3806","            114691","             17155","             97536","                  0","                  0","                  0","                  0","             97536","                  0.17"
"1201","味全公司","          7262632","          4617777","          2644855","                  0","                  0","          2118490","            526365","            132604","             76220","            582749","            159035","            423714","                  0","                  0","                  0","                  0","            423714","                  0.84"
"1203","味王公司","            969189","            688871","            280318","                  0","                  0","            213575","             66743","             13008","             25587","             54164","             15010","             39154","                  0","                  0","                  0","                  0","             39154","                  0.16"
"1210","大成長城","         11157892","         10313101","            844791","                  0","                  0","            581584","            263207","            269393","            124849","            407751","             64863","            342888","                  0","                  0","                  0","                  0","            342888","                  0.71"
"1213","大飲","            334382","            293280","             41102","                261","                103","             35556","              5388","              3022","              5893","              2517","                -36","              2553","                  0","                  0","                  0","                  0","              2553","                  0.05"
"1215","卜蜂企業","          7177609","          6747956","            429653","                  0","                  0","            409210","             20443","             60575","             24106","             56912","              9308","             47604","                  0","                  0","                  0","                  0","             47604","                  0.21"
"1216","統一","         22932124","         16583026","          6349098","                  0","                  0","          5321449","          1027649","          5980797","            511109","          6497337","            264428","          6232909","                  0","                  0","                  0","                  0","          6232909","                  1.28"
"1217","愛之味","          1460659","            913969","            546690","             11421","             12280","            533296","             14253","             82345","             73816","             22782","             10881","             11901","                  0","                  0","                  0","                  0","             11901","                  0.02"
"1218","泰山企業","          3696541","          3452809","            243732","             12428","             15714","            291998","            -44980","             67096","             38819","            -16703","              7491","            -24194","                  0","                  0","                  0","                  0","            -24194","                 -0.07"
"1219","福壽實業","          4774574","          4546637","            227937","                  0","                  0","            234536","             -6599","             31681","              9631","             15451","             29289","            -13838","                  0","                  0","                  0","                  0","            -13838","                 -0.05"
"1220","台榮","          1464165","          1346724","            117441","                  0","                  0","             65189","             52252","             18576","              2986","             67842","              8297","             59545","                  0","                  0","                  0","                  0","             59545","                  0.34"
"1225","福懋油","          4912010","          4720660","            191350","                343","                  0","            143077","             47930","              3724","             39821","             11833","              3457","              8376","                  0","                  0","                  0","                  0","              8376","                  0.04"
"1227","佳格","          5875271","          3531494","          2343777","                  0","                  0","          1240796","          1102981","            148214","             12735","          1238460","            233119","          1005341","                  0","                  0","                  0","                  0","          1005341","                  1.76"
"1229","聯華實業","          1911444","          1676831","            234613","                  0","                  0","            124184","            110429","            831151","             30318","            911262","             65798","            845464","                  0","                  0","                  0","                  0","            845464","                  1.00"
"1231","聯華食品","          2569836","          1837909","            731927","                  0","                  0","            510550","            221377","             36691","             29974","            228094","             53101","            174993","                  0","                  0","                  0","                  0","            174993","                  1.43"
"1232","大統益","          7971160","          7503315","            467845","                  0","                  0","            136205","            331640","             23370","              6592","            348418","             58724","            289694","                  0","                  0","                  0","                  0","            289694","                  1.81"
"1233","天仁","          1020375","            412482","            607893","                  0","                  0","            465820","            142073","             20086","              1367","            160792","             28708","            132084","                  0","                  0","                  0","                  0","            132084","                  1.46"
"1234","黑松","          2640375","          2019775","            620600","             29016","             14015","            520930","             84669","            114118","              2762","            196025","             34700","            161325","                  0","                  0","                  0","                  0","            161325","                  0.30"
"1235","興泰","            164963","            156578","              8385","                  0","                  0","             17404","             -9019","              4832","             31713","            -35900","                905","            -36805","                  0","                  0","                  0","                  0","            -36805","                 -0.68"
"1236","宏亞食品","            942908","            732782","            210126","                  0","               -598","            237584","            -28056","              8775","             18753","            -38034","              6547","            -44581","                  0","                  0","                  0","                  0","            -44581","                 -0.41"
"1301","台塑","         88768456","         79494961","          9273495","              2243","                  0","          4700943","          4570309","          1913258","            775449","          5708118","          2048343","          3659775","                  0","                  0","                  0","                  0","          3659775","                  0.60"
"1303","南亞塑膠","         91661003","         81953864","          9707139","            -80907","                  0","          5611914","          4176132","          1203246","          6278614","           -899236","          1010868","         -1910104","                  0","                  0","                  0","                  0","         -1910104","                 -0.24"
"1304","台聚","          5872223","          4905963","            966260","                  0","              3899","            263818","            706341","            934104","             34327","          1606118","            267385","          1338733","                  0","                  0","                  0","                  0","          1338733","                  1.29"
"1305","華夏","          3991153","          3662117","            329036","              2705","                  0","            231371","             94960","            390528","             20156","            465332","             14912","            450420","                  0","                  0","                  0","                  0","            450420","                  1.06"
"1307","三芳化工","          3424886","          2884482","            540404","              5750","                  0","            395354","            139300","            351546","             40857","            449989","            118410","            331579","                  0","                  0","                  0","                  0","            331579","                  0.94"
"1308","亞聚","          2484389","          2077397","            406992","                  0","                  0","             91258","            315734","            208159","             13908","            509985","             83826","            426159","                  0","                  0","                  0","                  0","            426159","                  0.91"
"1309","台達化工","          5154129","          4966519","            187610","                  0","                  0","            254911","            -67301","             82014","            170934","           -156221","             -6860","           -149361","                  0","                  0","                  0","                  0","           -149361","                 -0.46"
"1310","台苯","          6760216","          7076876","           -316660","                  0","                  0","             58354","           -375014","             60992","             76450","           -390472","             -1821","           -388651","                  0","                  0","                  0","                  0","           -388651","                 -0.67"
"1312","國喬石化","          8659185","          8670992","            -11807","             -1858","              3285","            163706","           -170370","          1867365","            135099","          1561896","            233822","          1328074","                  0","                  0","                  0","                  0","          1328074","                  1.47"
"1313","聯成","          3682873","          3196449","            486424","                  0","                  0","            212981","            273443","            302123","             62949","            512617","             54014","            458603","                  0","                  0","                  0","                  0","            458603","                  0.41"
"1314","中石化","         18329413","         17113680","          1215733","               -648","                828","            431206","            786003","          2019331","            178189","          2627145","            194085","          2433060","                  0","                  0","                  0","                  0","          2433060","                  1.23"
"1315","達新工業","          1132212","            956089","            176123","                  0","                  0","            125971","             50152","             22810","             30240","             42722","             24696","             18026","                  0","                  0","                  0","                  0","             18026","                  0.08"
"1316","上曜","            130715","            154657","            -23942","                  0","                  0","             28067","            -52009","             10250","             14873","            -56632","                  3","            -56635","                  0","                  0","                  0","                  0","            -56635","                 -0.86"
"1319","東陽","          6270462","          4910847","          1359615","             23979","             19550","          1092372","            262814","            416877","            110420","            569271","            148129","            421142","                  0","                  0","                  0","                  0","            421142","                  0.73"
"1321","大洋","          2355878","          2250376","            105502","                  0","                  0","            138199","            -32697","              5328","             38420","            -65789","              3026","            -68815","                  0","                  0","                  0","                  0","            -68815","                 -0.29"
"1323","永裕","            843706","            696615","            147091","              2971","              2966","             84822","             62264","             63769","             11295","            114738","             22420","             92318","                  0","                  0","                  0","                  0","             92318","                  1.12"
