"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1219","福壽實業","          2346672","          2262779","             83893","                  0","                  0","            122791","            -38898","             17028","             10218","            -32088","               -272","            -31816","                  0","                  0","                  0","                  0","            -31816","                 -0.11"
"1220","台榮","            639516","            593491","             46025","                  0","                  0","             28930","             17095","             17760","              1332","             33523","              4377","             29146","                  0","                  0","                  0","                  0","             29146","                  0.16"
"1225","福懋油","          2307999","          2233494","             74505","                395","                  0","             68762","              5348","              4247","             20075","            -10480","               -790","             -9690","                  0","                  0","                  0","                  0","             -9690","                 -0.05"
"1227","佳格","          3014208","          1797137","          1217071","                  0","                  0","            584374","            632697","            160890","             16489","            777098","            156273","            620825","                  0","                  0","                  0","                  0","            620825","                  1.35"
"1229","聯華實業","            944437","            841608","            102829","                  0","                  0","             53327","             49502","            188538","             15379","            222661","              4146","            218515","                  0","                  0","                  0","                  0","            218515","                  0.26"
"1231","聯華食品","          1338519","            964572","            373947","                  0","                  0","            280334","             93613","             22066","             20612","             95067","             16037","             79030","                  0","                  0","                  0","                  0","             79030","                  0.66"
"1232","大統益","          3917395","          3685076","            232319","                  0","                  0","             67742","            164577","             16304","             38192","            142689","             22394","            120295","                  0","                  0","                  0","                  0","            120295","                  0.75"
"1233","天仁","            516861","            202235","            314626","                  0","                  0","            235949","             78677","              4352","              1912","             81117","             14832","             66285","                  0","                  0","                  0","                  0","             66285","                  0.73"
"1234","黑松","          1409571","          1130033","            279538","             21982","             14015","            243649","             27922","             50285","              1095","             77112","             19300","             57812","                  0","                  0","                  0","                  0","             57812","                  0.11"
"1235","興泰","             79719","             75576","              4143","                  0","                  0","              8748","             -4605","              4023","              9139","             -9721","                 14","             -9735","                  0","                  0","                  0","                  0","             -9735","                 -0.18"
"1236","宏亞食品","            539067","            422413","            116654","                  0","               -114","            120111","             -3571","              3223","              4227","             -4575","               -211","             -4364","                  0","                  0","                  0","                  0","             -4364","                 -0.04"
"1301","台塑","         47333950","         42537605","          4796345","            -13751","                  0","          2474503","          2335593","          3875474","            775485","          5435582","            589271","          4846311","                  0","                  0","                  0","                  0","          4846311","                  0.79"
"1303","南亞塑膠","         47955233","         42396927","          5558306","            -34323","                  0","          2799207","          2793422","            700630","          1758839","          1735213","            720200","          1015013","                  0","                  0","                  0","                  0","          1015013","                  0.13"
"1304","台聚","          3068639","          2534953","            533686","             -2943","                  0","            135067","            401562","            298518","             29046","            671034","             66993","            604041","                  0","                  0","                  0","                  0","            604041","                  0.67"
"1305","華夏","          2117129","          1932050","            185079","                  0","             -1013","            116662","             67404","            268473","             16935","            318942","              8918","            310024","                  0","                  0","                  0","                  0","            310024","                  0.73"
"1307","三芳化工","          1761253","          1473268","            287985","             11307","                  0","            193741","             82937","            189587","             50011","            222513","             46231","            176282","                  0","                  0","                  0","                  0","            176282","                  0.51"
"1308","亞聚","          1338468","          1106027","            232441","                  0","                  0","             48221","            184220","            105208","              9241","            280187","             32093","            248094","                  0","                  0","                  0","                  0","            248094","                  0.63"
"1309","台達化工","          2463716","          2288697","            175019","                  0","                  0","            121152","             53867","             59731","             35238","             78360","              5499","             72861","                  0","                  0","                  0","                  0","             72861","                  0.23"
"1310","台苯","          3694375","          3770609","            -76234","                  0","                  0","             26950","           -103184","             58220","             73096","           -118060","             -3407","           -114653","                  0","                  0","                  0","                  0","           -114653","                 -0.20"
"1312","國喬石化","          4366148","          4306354","             59794","                 39","              3285","             70416","             -7376","            176771","             16635","            152760","             -3111","            155871","                  0","                  0","                  0","                  0","            155871","                  0.17"
"1313","聯成","          1942764","          1723206","            219558","                  0","                  0","            105988","            113570","            385433","             43873","            455130","             21404","            433726","                  0","                  0","                  0","                  0","            433726","                  0.41"
"1314","中石化","          9780376","          8850842","            929534","              2229","                828","            201936","            726197","          1520905","             78136","          2168966","            235783","          1933183","                  0","                  0","                  0","                  0","          1933183","                  0.98"
"1315","達新工業","            572226","            482238","             89988","                  0","                  0","             62083","             27905","             11602","             24515","             14992","              1389","             13603","                  0","                  0","                  0","                  0","             13603","                  0.06"
"1316","上曜","             60518","             69282","             -8764","                  0","                  0","             14876","            -23640","              6147","              8727","            -26220","                855","            -27075","                  0","                  0","                  0","                  0","            -27075","                 -0.43"
"1319","東陽","          3107280","          2399375","            707905","             15334","             15071","            538678","            168964","            265897","             94956","            339905","             57429","            282476","                  0","                  0","                  0","                  0","            282476","                  0.52"
"1321","大洋","          1180727","          1095449","             85278","                  0","                  0","             64852","             20426","              1612","             21666","                372","                965","               -593","                  0","                  0","                  0","                  0","               -593","                  0.00"
"1323","永裕","            409215","            336451","             72764","              3270","              2966","             43583","             28877","             40520","             12383","             57014","              9142","             47872","                  0","                  0","                  0","                  0","             47872","                  0.58"
"1324","地球工業","            308780","            265348","             43432","                508","                544","             38342","              5126","              2828","              1726","              6228","              2228","              4000","                  0","                  0","                  0","                  0","              4000","                  0.05"
"1325","恒大","            206903","            168612","             38291","                  0","                  0","             11732","             26559","              2792","              2207","             27144","              4633","             22511","                  0","                  0","                  0","                  0","             22511","                  0.22"
"1326","台化","         79551376","         75899225","          3652151","            239098","            566144","          1755714","          2223483","          2029107","            587481","          3665109","            315920","          3349189","                  0","                  0","                  0","                  0","          3349189","                  0.59"
"1339","昭輝","            271218","            181144","             90074","                  0","                  0","             38561","             51513","              2836","              8816","             45533","              7756","             37777","                  0","                  0","                  0","                  0","             37777","                  0.63"
"1402","遠東新","         15175333","         13986886","          1188447","                  0","                  0","          1148665","             39782","          3531595","            483561","          3087816","            137007","          2950809","                  0","                  0","                  0","                  0","          2950809","                  0.60"
"1409","新纖","          6848592","          6497333","            351259","                  0","                  0","            251318","             99941","            357964","            118516","            339389","             31509","            307880","                  0","                  0","                  0","                  0","            307880","                  0.17"
"1410","南染","             73600","             51542","             22058","                  0","                  0","             13502","              8556","              5617","                141","             14032","               -251","             14283","                  0","                  0","                  0","                  0","             14283","                  0.16"
"1413","宏洲纖維","          1081818","          1130374","            -48556","                  0","                  0","             26474","            -75030","              5469","              4531","            -74092","             -3556","            -70536","                  0","                  0","                  0","                  0","            -70536","                 -0.42"
"1414","東和","            367744","            329501","             38243","                  0","                  0","             18895","             19348","              7799","                547","             26600","                  0","             26600","                  0","                  0","                  0","                  0","             26600","                  0.12"
"1416","廣豐","             72553","             55103","             17450","                  0","                  0","             16603","                847","             27942","             25686","              3103","                  0","              3103","                  0","                  0","                  0","                  0","              3103","                  0.01"
"1417","嘉裕","            504388","            364337","            140051","                  0","                  0","            130062","              9989","            111194","              9590","            111593","                  0","            111593","                  0","                  0","                  0","                  0","            111593","                  0.29"
"1418","東華","            929791","            838527","             91264","                  0","                  0","             55895","             35369","              5289","              4191","             36467","              1239","             35228","                  0","                  0","                  0","                  0","             35228","                  0.29"
"1419","新紡","            226758","            158297","             68461","                  0","                  0","             57800","             10661","              5491","              8191","              7961","               -847","              8808","                  0","                  0","                  0","                  0","              8808","                  0.03"
"1423","利華羊毛","            295996","            260603","             35393","                  0","                  0","              9456","             25937","              4611","              2699","             27849","              2316","             25533","                  0","                  0","                  0","                  0","             25533","                  0.15"
"1432","大魯閣實業","              5055","              3295","              1760","                  0","                  0","              8277","             -6517","              7485","             43525","            -42557","               -116","            -42441","                  0","                  0","                  0","                  0","            -42441","                 -0.48"
"1434","福懋興業","          8968306","          8017305","            951001","                  0","                  0","            498466","            452535","            176640","            111174","            518001","             63762","            454239","                  0","                  0","                  0","                  0","            454239","                  0.27"
"1435","中福國際","              6304","                963","              5341","                  0","                  0","              6541","             -1200","              1751","              1494","               -943","                  0","               -943","                  0","                  0","                  0","                  0","               -943","                 -0.01"
"1436","華友聯","                711","                574","                137","                  0","                  0","             10533","            -10396","             13346","              5165","             -2215","                  0","             -2215","                  0","                  0","                  0","                  0","             -2215","                 -0.01"
"1437","勤益投控","            225977","            251043","            -25066","                  0","                  0","             15523","            -40589","             21141","              2464","            -21912","            -11978","             -9934","                  0","                  0","                  0","                  0","             -9934","                 -0.05"
"1438","裕豐","                330","                321","                  9","                  0","                  0","              2764","             -2755","              1010","                  0","             -1745","                  0","             -1745","                  0","                  0","                  0","                  0","             -1745","                 -0.02"
"1439","中和羊毛","            215251","            208042","              7209","                  0","                  0","              5354","              1855","              3432","              1883","              3404","              1136","              2268","                  0","                  0","                  0","                  0","              2268","                  0.03"
"1440","南紡","          3844402","          3547838","            296564","                  0","                  0","            227030","             69534","             31205","            192128","            -91389","            -21502","            -69887","                  0","                  0","                  0","                  0","            -69887","                 -0.04"
"1441","大東紡織","            390615","            388678","              1937","                  0","                  0","             36868","            -34931","             27438","             10752","            -18245","             -1047","            -17198","                  0","                  0","                  0","                  0","            -17198","                 -0.20"
"1442","名軒","            581024","            365638","            215386","                  0","                  0","             38380","            177006","              8054","             33066","            151994","              9785","            142209","                  0","                  0","                  0","                  0","            142209","                  0.69"
"1443","立益紡織","            186149","            208277","            -22128","                  0","                  0","             11557","            -33685","             17409","             52071","            -68347","                  0","            -68347","                  0","                  0","                  0","                  0","            -68347","                 -0.51"
"1444","力麗","          3297966","          3065915","            232051","                  0","               -183","            126576","            105292","            421476","             23682","            503086","             19050","            484036","                  0","                  0","                  0","                  0","            484036","                  0.55"
"1445","大宇紡織","            527743","            488686","             39057","                  0","                  0","             33851","              5206","              9381","              4972","              9615","                516","              9099","                  0","                  0","                  0","                  0","              9099","                  0.07"
"1446","宏和","             73178","             64288","              8890","                  0","                  0","             14080","             -5190","             26089","              3144","             17755","             -9992","             27747","                  0","                  0","                  0","                  0","             27747","                  0.20"
"1447","力鵬","          6668605","          6490640","            177965","              1929","                  0","            169129","              6907","            272463","             61939","            217431","             -6120","            223551","                  0","                  0","                  0","                  0","            223551","                  0.33"
"1449","佳和實業","            499334","            482785","             16549","                  0","                  0","             50239","            -33690","             30640","             16108","            -19158","                  0","            -19158","                  0","                  0","                  0","                  0","            -19158","                 -0.12"
"1451","年興紡織","          2483041","          2623683","           -140642","                  0","                  0","            139750","           -280392","            635595","             30445","            324758","              7798","            316960","                  0","                  0","                  0","                  0","            316960","                  0.66"
"1452","宏益","            529767","            486872","             42895","                  0","                  0","             20007","             22888","             15062","                826","             37124","              4373","             32751","                  0","                  0","                  0","                  0","             32751","                  0.25"
"1453","大將","             79411","             84213","             -4802","                  0","                  0","              7731","            -12533","              1959","              1574","            -12148","               -864","            -11284","                  0","                  0","                  0","                  0","            -11284","                 -0.15"
"1454","台富","            565692","            536497","             29195","                  0","                  0","             31993","             -2798","                248","              4313","             -6863","              7925","            -14788","                  0","                  0","                  0","                  0","            -14788","                 -0.11"
"1455","集盛","          4754753","          4480794","            273959","                  0","                  0","            116564","            157395","            122136","             34143","            245388","             26014","            219374","                  0","                  0","                  0","                  0","            219374","                  0.42"
"1456","怡華","            542643","            541636","              1007","                  0","                  0","             33010","            -32003","             37356","             21540","            -16187","              1054","            -17241","                  0","                  0","                  0","                  0","            -17241","                 -0.10"
"1457","宜進","          1331658","          1312212","             19446","                  0","                  0","             38453","            -19007","             41974","             18155","              4812","                  0","              4812","                  0","                  0","                  0","                  0","              4812","                  0.02"
"1459","聯發紡織","            784663","            736788","             47875","                  0","                  0","             25161","             22714","              3941","             55526","            -28871","               -569","            -28302","                  0","                  0","                  0","                  0","            -28302","                 -0.09"
"1460","宏遠","          1653704","          1350785","            302919","              2473","                  0","            184061","            116385","            466606","             42607","            540384","                  0","            540384","                  0","                  0","                  0","                  0","            540384","                  1.24"
"1463","強盛染整","            102663","            101224","              1439","                  0","                  0","             20713","            -19274","              4454","              3951","            -18771","                  0","            -18771","                  0","                  0","                  0","                  0","            -18771","                 -0.12"
"1464","得力實業","            481242","            396681","             84561","              2180","              1940","             71388","             12933","              7547","             15825","              4655","              2634","              2021","                  0","                  0","                  0","                  0","              2021","                  0.01"
"1465","偉全實業","            361505","            326159","             35346","                  0","              2642","             29149","              8839","             15320","              4453","             19706","              1981","             17725","                  0","                  0","                  0","                  0","             17725","                  0.21"
"1466","聚隆","          1494519","          1375204","            119315","                  0","                  0","             74993","             44322","              5064","             10744","             38642","             18021","             20621","                  0","                  0","                  0","                  0","             20621","                  0.22"
"1467","南緯實業","            802747","            747159","             55588","              7368","              8873","             78509","            -21416","             80481","             17897","             41168","             -1615","             42783","                  0","                  0","                  0","                  0","             42783","                  0.26"
"1468","昶和纖維","            176116","            161827","             14289","                329","              1693","             34115","            -18462","              4392","             43143","            -57213","                  0","            -57213","                  0","                  0","                  0","                  0","            -57213","                 -0.36"
"1470","大統新創","            181971","            163200","             18771","                  0","                  0","             16549","              2222","              9703","                520","             11405","              1855","              9550","                  0","                  0","                  0","                  0","              9550","                  0.11"
"1471","首利","          1503081","          1466487","             36594","                  0","                  0","             35455","              1139","             13627","             71272","            -56506","             -1689","            -54817","                  0","                  0","                  0","                  0","            -54817","                 -0.27"
"1472","三洋紡","            144652","            135885","              8767","                  0","                  0","             17635","             -8868","              1081","             19921","            -27708","               -328","            -27380","                  0","                  0","                  0","                  0","            -27380","                 -0.49"
"1473","台南企業","          2195642","          1935418","            260224","                  0","                  0","            120322","            139902","            102805","            147189","             95518","             40462","             55056","                  0","                  0","                  0","                  0","             55056","                  0.38"
"1474","弘裕","            746552","            683315","             63237","                  0","                  0","             43873","             19364","             15005","             25675","              8694","                537","              8157","                  0","                  0","                  0","                  0","              8157","                  0.06"
"1475","本盟光電","             55538","             55016","                522","                 52","                 82","              9161","             -8609","              3066","             21329","            -26872","                  0","            -26872","                  0","                  0","                  0","                  0","            -26872","                 -0.51"
"1476","儒鴻","          2898695","          2154763","            743932","                  0","                  0","            262598","            481334","             15161","             29027","            467468","             82633","            384835","                  0","                  0","                  0","                  0","            384835","                  1.82"
"1477","聚陽實業","          3841719","          3090198","            751521","                  0","                  0","            339719","            411802","             76469","             49486","            438785","             73375","            365410","                  0","                  0","                  0","                  0","            365410","                  2.24"
"1503","士電","          3851475","          3206482","            644993","                  0","                  0","            399825","            245168","            171804","             25024","            391948","             66096","            325852","                  0","                  0","                  0","                  0","            325852","                  0.63"
"1504","東元電機","          6261170","          5018410","          1242760","            417756","            372691","            796309","            401386","            364015","            119226","            646175","             84985","            561190","                  0","                  0","                  0","                  0","            561190","                  0.31"
"1506","正道","            266131","            226090","             40041","              2896","              3134","             34358","              5921","              4888","              5674","              5135","                  0","              5135","                  0","                  0","                  0","                  0","              5135","                  0.05"
"1507","永大機電","            975667","            664259","            311408","                930","              1276","            118140","            193614","            119839","                618","            312835","             43460","            269375","                  0","                  0","                  0","                  0","            269375","                  0.66"
"1512","瑞利","            584278","            548784","             35494","                  0","              2723","             81440","            -43223","             33637","             21527","            -31113","              5353","            -36466","                  0","                  0","                  0","                  0","            -36466","                 -0.20"
"1513","中興電","          2052538","          1620390","            432148","                283","                465","            236162","            196168","             13650","             56331","            153487","             21086","            132401","                  0","                  0","                  0","                  0","            132401","                  0.28"
"1514","亞力電機","            843456","            723862","            119594","                479","                  0","             74715","             44400","              6051","             10893","             39558","              7622","             31936","              5875","                  0","                  0","                  0","             37811","                  0.20"
"1515","力山","            692126","            561369","            130757","                983","                  0","            111539","             18235","              4640","             22171","                704","               -677","              1381","                  0","                  0","                  0","                  0","              1381","                  0.01"
"1516","川飛","             16353","             15993","                360","                  0","                  0","              2990","             -2630","                500","                218","             -2348","                  0","             -2348","                  0","                  0","                  0","                  0","             -2348","                 -0.04"
"1517","利奇機械","            578295","            473879","            104416","                  0","                  0","             38833","             65583","              6517","             18607","             53493","             13458","             40035","                  0","                  0","                  0","                  0","             40035","                  0.18"
"1519","華城電機","            438793","            431016","              7777","                  0","                  0","            101423","            -93646","             18938","              3234","            -77942","            -13241","            -64701","                  0","                  0","                  0","                  0","            -64701","                 -0.25"
"1521","大億","          1027688","            861523","            166165","              1134","                515","             99430","             66116","             23407","             15985","             73538","              1391","             72147","                  0","                  0","                  0","                  0","             72147","                  0.95"
"1522","堤維西","          2148022","          1912593","            235429","            111517","            120906","            246352","             -1534","             23602","             77902","            -55834","            -10579","            -45255","                  0","                  0","                  0","                  0","            -45255","                 -0.15"
"1524","耿鼎企業","            698313","            639912","             58401","                  0","                  0","             77611","            -19210","             18087","             22404","            -23527","             -3730","            -19797","                  0","                  0","                  0","                  0","            -19797","                 -0.13"
"1525","江申工業","            329777","            286646","             43131","                  0","                  0","             25898","             17233","             71059","                707","             87585","              2927","             84658","                  0","                  0","                  0","                  0","             84658","                  1.22"
