"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"公司代號","公司名稱","營業收入","營業成本","營業毛利(毛損)","聯屬公司間未實現利益","聯屬公司間已實現利益","營業費用","營業淨利(淨損)","營業外收入及利益","營業外費用及損失","繼續營業單位稅前淨利(淨損)","所得稅(費用)利益","繼續營業單位淨利(淨損)","停業單位損益","非常損益","會計原則變動累積影響數","合併前非屬共同控制股權損益","本期淨利(淨損)","基本每股盈餘"
"1101","台泥","         10851886","         10176417","            675469","                  0","                614","            536051","            140032","          3092972","            244965","          2988039","            150900","          2837139","                  0","                  0","                  0","                  0","          2837139","                  0.86"
"1102","亞泥","          4573071","          4281296","            291775","                  0","              7457","            283838","             15394","          4322070","            483286","          3854178","            128397","          3725781","                  0","                  0","                  0","                  0","          3725781","                  1.25"
"1103","嘉泥","            943352","            897246","             46106","                  0","                  0","             96972","            -50866","             32245","            181767","           -200388","            -33924","           -166464","                  0","                  0","                  0","                  0","           -166464","                 -0.28"
"1104","環球水泥","          1535385","          1436913","             98472","                  0","                  0","            154628","            -56156","            508672","             26491","            426025","             16314","            409711","                  0","                  0","                  0","                  0","            409711","                  0.68"
"1108","幸福水泥","          1320085","          1282624","             37461","                  0","                  0","            113361","            -75900","             39911","             62241","            -98230","             -9513","            -88717","                  0","                  0","                  0","                  0","            -88717","                 -0.22"
"1109","信大水泥","            591678","            555991","             35687","                114","                312","             52971","            -17086","             90493","             59911","             13496","             11865","              1631","                  0","                  0","                  0","                  0","              1631","                  0.00"
"1110","東泥","            694771","            622168","             72603","                  0","                  0","             28254","             44349","              4412","              8117","             40644","              1541","             39103","                  0","                  0","                  0","                  0","             39103","                  0.07"
"1201","味全公司","          6334078","          4066737","          2267341","                  0","                  0","          1824422","            442919","             92969","            154423","            381465","             25199","            356266","                  0","                  0","                  0","                  0","            356266","                  0.70"
"1203","味王公司","            936393","            671404","            264989","                  0","                  0","            219289","             45700","             44502","              8907","             81295","             43002","             38293","                  0","                  0","                  0","                  0","             38293","                  0.18"
"1210","大成長城","         10283086","          9431305","            851781","                  0","                  0","            555749","            296032","            206988","             49466","            453554","             77553","            376001","                  0","                  0","                  0","                  0","            376001","                  0.82"
"1213","大飲","            302856","            268839","             34017","                180","                300","             33281","                856","              2556","             19930","            -16518","              1933","            -18451","                  0","                  0","                  0","                  0","            -18451","                 -0.36"
"1215","卜蜂企業","          6691079","          6132751","            558328","                  0","                  0","            399747","            158581","             52466","              3799","            207248","             52447","            154801","                  0","                  0","                  0","                  0","            154801","                  0.67"
"1216","統一","         22889375","         17493491","          5395884","                  0","                  0","          4570655","            825229","          6115341","            597921","          6342649","            126784","          6215865","                  0","                  0","                  0","                  0","          6215865","                  1.45"
"1217","愛之味","          1721706","          1055008","            666698","             18216","             20411","            630964","             37929","            129848","             55327","            112450","             66833","             45617","                  0","                  0","                  0","                  0","             45617","                  0.10"
"1218","泰山企業","          3378052","          3068590","            309462","             12108","             12589","            327056","            -17113","            112900","             34774","             61013","                353","             60660","                  0","                  0","                  0","                  0","             60660","                  0.19"
"1219","福壽實業","          4210382","          3886319","            324063","                  0","                723","            248699","             76087","             38058","             12451","            101694","             33691","             68003","                  0","                  0","                  0","                  0","             68003","                  0.25"
"1220","台榮","          1222882","          1125832","             97050","                  0","                  0","             61500","             35550","              5771","             12321","             29000","             10690","             18310","                  0","                  0","                  0","                  0","             18310","                  0.10"
"1225","福懋油","          3921660","          3705456","            216204","                206","                  0","            136087","             79911","             10359","             21341","             68929","             11745","             57184","                  0","                  0","                  0","                  0","             57184","                  0.35"
"1227","佳格","          5573679","          3152648","          2421031","                  0","                  0","          1137589","          1283442","             88407","             23815","          1348034","            253675","          1094359","                  0","                  0","                  0","                  0","          1094359","                  2.97"
"1229","聯華實業","          1472425","          1236194","            236231","                  0","                  0","            123473","            112758","            765219","             38455","            839522","             79343","            760179","                  0","                  0","                  0","                  0","            760179","                  0.93"
"1231","聯華食品","          2047895","          1476458","            571437","                  0","                  0","            434584","            136853","             22645","             12608","            146890","             31771","            115119","                  0","                  0","                  0","                  0","            115119","                  1.00"
"1232","大統益","          7217027","          6736065","            480962","                  0","                  0","            147328","            333634","             64289","              1580","            396343","             76408","            319935","                  0","                  0","                  0","                  0","            319935","                  2.00"
"1233","天仁","            924216","            379533","            544683","                  0","                  0","            428965","            115718","             29863","                818","            144763","             20521","            124242","                  0","                  0","                  0","                  0","            124242","                  1.37"
"1234","黑松","          2017046","          1436141","            580905","             28475","             15634","            537650","             30414","            124574","              3056","            151932","             29200","            122732","                  0","                  0","                  0","                  0","            122732","                  0.23"
"1235","興泰","            191777","            171197","             20580","                  0","                  0","             19824","                756","              8569","              3356","              5969","              1700","              4269","                  0","                  0","                  0","                  0","              4269","                  0.08"
"1236","宏亞食品","            947431","            663191","            284240","                  0","                -23","            213748","             70469","              8898","              7587","             71780","             12853","             58927","                  0","                  0","                  0","                  0","             58927","                  0.64"
