"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"公司代號","公司名稱","營業收入","營業成本","營業毛利(毛損)","聯屬公司間未實現利益","聯屬公司間已實現利益","營業費用","營業淨利(淨損)","營業外收入及利益","營業外費用及損失","繼續營業單位稅前淨利(淨損)","所得稅(費用)利益","繼續營業單位淨利(淨損)","停業單位損益","非常損益","會計原則變動累積影響數","合併前非屬共同控制股權損益","本期淨利(淨損)","基本每股盈餘"
"1101","台泥","         23784046","         20808187","          2975859","                  0","              1228","            920998","          2056089","          6137852","            236118","          7957823","            223000","          7734823","                  0","                  0","                  0","                  0","          7734823","                  2.09"
"1102","亞泥","         11758818","         10980927","            777891","              9925","                  0","            514581","            253385","          7169960","            991045","          6432300","            197108","          6235192","                  0","                  0","                  0","                  0","          6235192","                  1.93"
"1103","嘉泥","          1284176","          1233204","             50972","                  0","                  0","            144094","            -93122","            248792","            837532","           -681862","             46099","           -727961","                  0","                  0","                  0","                  0","           -727961","                 -1.13"
"1104","環球水泥","          3451724","          3199087","            252637","                  0","                  0","            301311","            -48674","            858495","             96485","            713336","              1354","            711982","                  0","                  0","                  0","                  0","            711982","                  1.18"
"1108","幸福水泥","          3395238","          3099939","            295299","                  0","                  0","            218633","             76666","            225594","             98410","            203850","             29273","            174577","                  0","                  0","                  0","                  0","            174577","                  0.43"
"1109","信大水泥","          1712097","          1450364","            261733","                219","                145","            136561","            125098","             50124","             63265","            111957","             24145","             87812","                  0","                  0","                  0","                  0","             87812","                  0.21"
"1110","東泥","          1633429","          1479510","            153919","                  0","                  0","             55799","             98120","            156586","            145452","            109254","             40581","             68673","                  0","                  0","                  0","                  0","             68673","                  0.12"
"1201","味全公司","         15091089","          9741204","          5349885","                  0","                  0","          4238515","          1111370","            199164","            294463","          1016071","            260357","            755714","                  0","                  0","                  0","                  0","            755714","                  1.49"
"1203","味王公司","          1938610","          1380152","            558458","                  0","                  0","            444648","            113810","             59163","             24288","            148685","             48382","            100303","                  0","                  0","                  0","                  0","            100303","                  0.42"
"1210","大成長城","         23611970","         21846537","          1765433","                  0","                  0","          1175477","            589956","            526868","            256122","            860702","            126699","            734003","                  0","                  0","                  0","                  0","            734003","                  1.43"
