"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"公司代號","公司名稱","營業收入","營業成本","營業毛利(毛損)","聯屬公司間未實現利益","聯屬公司間已實現利益","營業費用","營業淨利(淨損)","營業外收入及利益","營業外費用及損失","繼續營業單位稅前淨利(淨損)","所得稅(費用)利益","繼續營業單位淨利(淨損)","停業單位損益","非常損益","會計原則變動累積影響數","合併前非屬共同控制股權損益","本期淨利(淨損)","基本每股盈餘"
"1101","台泥","         17564999","         15487391","          2077608","                  0","                921","            701251","          1377278","          4930542","            205417","          6102403","             99936","          6002467","                  0","                  0","                  0","                  0","          6002467","                  1.63"
"1102","亞泥","          8644471","          8082857","            561614","                  0","             -7883","            380412","            173319","          5779513","            852792","          5100040","            161704","          4938336","                  0","                  0","                  0","                  0","          4938336","                  1.53"
"1103","嘉泥","            955655","            927149","             28506","                  0","                  0","            109124","            -80618","            169973","            823333","           -733978","            -47453","           -686525","                  0","                  0","                  0","                  0","           -686525","                 -1.06"
"1104","環球水泥","          2485519","          2278995","            206524","                  0","                  0","            227128","            -20604","            618771","              8571","            589596","               -144","            589740","                  0","                  0","                  0","                  0","            589740","                  0.98"
"1108","幸福水泥","          2404284","          2212578","            191706","                  0","                  0","            163737","             27969","            214341","             56959","            185351","             24388","            160963","                  0","                  0","                  0","                  0","            160963","                  0.40"
"1109","信大水泥","          1270347","          1098179","            172168","                153","                144","             97770","             74389","             35799","             82700","             27488","             12619","             14869","                  0","                  0","                  0","                  0","             14869","                  0.04"
"1110","東泥","          1121860","          1025574","             96286","                  0","                  0","             39564","             56722","            137795","             12873","            181644","             19599","            162045","                  0","                  0","                  0","                  0","            162045","                  0.28"
"1201","味全公司","         11449264","          7399341","          4049923","                  0","                  0","          3306963","            742960","            241065","            119029","            864996","            204197","            660799","                  0","                  0","                  0","                  0","            660799","                  1.31"
"1203","味王公司","          1482736","          1050962","            431774","                  0","                  0","            335144","             96630","             26837","             19187","            104280","             36377","             67903","                  0","                  0","                  0","                  0","             67903","                  0.29"
"1210","大成長城","         17326155","         15878371","          1447784","                  0","                  0","            902562","            545222","            495739","            207948","            833013","            115853","            717160","                  0","                  0","                  0","                  0","            717160","                  1.40"
"1213","大飲","            587542","            511333","             76209","                 24","                103","             52996","             23292","              4593","              6765","             21120","                931","             20189","                  0","                  0","                  0","                  0","             20189","                  0.39"
"1215","卜蜂企業","         11046400","         10218151","            828249","                  0","                  0","            640287","            187962","            106123","             35429","            258656","             40425","            218231","                  0","                  0","                  0","                  0","            218231","                  0.94"
"1216","統一","         36110200","         25980374","         10129826","                  0","                  0","          8408045","          1721781","          9352170","          1132851","          9941100","             86055","          9855045","                  0","                  0","                  0","                  0","          9855045","                  2.03"
"1217","愛之味","          2734178","          1681302","          1052876","             13363","             12280","            991035","             60758","            150433","            135684","             75507","             10120","             65387","                  0","                  0","                  0","                  0","             65387","                  0.13"
"1218","泰山企業","          6218347","          5737369","            480978","             11576","             15714","            476906","              8210","            184175","             58103","            134282","              8877","            125405","                  0","                  0","                  0","                  0","            125405","                  0.37"
"1219","福壽實業","          7611461","          7193332","            418129","                  0","                  0","            368372","             49757","             47529","             17130","             80156","             43081","             37075","                  0","                  0","                  0","                  0","             37075","                  0.12"
"1220","台榮","          2423861","          2212210","            211651","                  0","                  0","            100095","            111556","             28050","              4252","            135354","             16103","            119251","                  0","                  0","                  0","                  0","            119251","                  0.67"
"1225","福懋油","          7756448","          7388267","            368181","                137","                  0","            225198","            142846","              7040","             36658","            113228","             17965","             95263","                  0","                  0","                  0","                  0","             95263","                  0.51"
"1227","佳格","          8920609","          5342462","          3578147","                  0","                  0","          1955160","          1622987","            336808","             15980","          1943815","            351734","          1592081","                  0","                  0","                  0","                  0","          1592081","                  2.79"
"1229","聯華實業","          2928019","          2539087","            388932","                  0","                  0","            190728","            198204","          1062190","             44139","          1216255","             76433","          1139822","                  0","                  0","                  0","                  0","          1139822","                  1.34"
"1231","聯華食品","          4026355","          2854230","          1172125","                  0","                  0","            806251","            365874","             50787","             49449","            367212","             76513","            290699","                  0","                  0","                  0","                  0","            290699","                  2.37"
"1232","大統益","         12962070","         12240296","            721774","                  0","                  0","            208493","            513281","             34234","             37789","            509726","             85752","            423974","                  0","                  0","                  0","                  0","            423974","                  2.65"
"1233","天仁","          1534738","            617415","            917323","                  0","                  0","            701094","            216229","             30536","              2113","            244652","             43000","            201652","                  0","                  0","                  0","                  0","            201652","                  2.23"
"1234","黑松","          4332151","          3135816","          1196335","             34964","             14015","            856996","            318390","            127151","              9399","            436142","             76200","            359942","                  0","                  0","                  0","                  0","            359942","                  0.67"
"1235","興泰","            242841","            225485","             17356","                  0","                  0","             23930","             -6574","             39580","             11101","             21905","              1228","             20677","                  0","                  0","                  0","                  0","             20677","                  0.38"
"1236","宏亞食品","          1583496","          1162030","            421466","                  0","               -598","            389486","             31382","             11222","             20308","             22296","             16063","              6233","                  0","                  0","                  0","                  0","              6233","                  0.06"
"1301","台塑","        130988830","        118734949","         12253881","            -18268","                  0","          6924762","          5347387","          9174128","          1095484","         13426031","          1658411","         11767620","                  0","                  0","                  0","                  0","         11767620","                  1.92"
"1303","南亞塑膠","        137669327","        123103474","         14565853","            -70790","                  0","          8440782","          6195861","          5582478","          7286662","          4491677","          1586564","          2905113","                  0","                  0","                  0","                  0","          2905113","                  0.37"
"1304","台聚","          8450074","          7231066","          1219008","                  0","              5264","            394408","            829864","          1230329","             54357","          2005836","            273855","          1731981","                  0","                  0","                  0","                  0","          1731981","                  1.67"
"1305","華夏","          6040972","          5501885","            539087","              1905","                  0","            358771","            178411","            543898","             25306","            697003","             32032","            664971","                  0","                  0","                  0","                  0","            664971","                  1.57"
"1307","三芳化工","          5233675","          4428595","            805080","              6870","                  0","            595655","            202555","            551147","             78455","            675247","            162727","            512520","                  0","                  0","                  0","                  0","            512520","                  1.45"
"1308","亞聚","          3829014","          3324324","            504690","                  0","                  0","            143029","            361661","            388793","             18812","            731642","             93064","            638578","                  0","                  0","                  0","                  0","            638578","                  1.36"
"1309","台達化工","          7587042","          7271626","            315416","                  0","                  0","            405166","            -89750","            108803","             97225","            -78172","             -6417","            -71755","                  0","                  0","                  0","                  0","            -71755","                 -0.22"
"1310","台苯","         10885086","         11136819","           -251733","                  0","                  0","             85832","           -337565","             68730","             76919","           -345754","              8407","           -354161","                  0","                  0","                  0","                  0","           -354161","                 -0.61"
