"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"公司代號","公司名稱","營業收入","營業成本","營業毛利(毛損)","聯屬公司間未實現利益","聯屬公司間已實現利益","營業費用","營業淨利(淨損)","營業外收入及利益","營業外費用及損失","繼續營業單位稅前淨利(淨損)","所得稅(費用)利益","繼續營業單位淨利(淨損)","停業單位損益","非常損益","會計原則變動累積影響數","合併前非屬共同控制股權損益","本期淨利(淨損)","基本每股盈餘"
"1101","台泥","         24050722","         22287961","          1762761","                  0","              1228","          1132837","            631152","          8233371","            152998","          8711525","             91700","          8619825","                  0","                  0","                  0","                  0","          8619825","                  2.33"
"1102","亞泥","         10868073","         10380435","            487638","                  0","              3389","            698791","           -207764","         11575358","          1232128","         10135466","            119217","         10016249","                  0","                  0","                  0","                  0","         10016249","                  3.19"
"1103","嘉泥","            877339","            848813","             28526","                  0","                  0","            186983","           -158457","            858468","            466053","            233958","             73713","            160245","                  0","                  0","                  0","                  0","            160245","                  0.26"
"1104","環球水泥","          3325422","          3084916","            240506","                  0","                  0","            287673","            -47167","            684862","            213417","            424278","             34567","            389711","                  0","                  0","                  0","                  0","            389711","                  0.65"
"1108","幸福水泥","          3195259","          3065634","            129625","                  0","                  0","            207952","            -78327","             61094","            148543","           -165776","            -25280","           -140496","                  0","                  0","                  0","                  0","           -140496","                 -0.35"
"1109","信大水泥","          1538398","          1396864","            141534","                145","                101","            116286","             25204","             85345","             27508","             83041","              9511","             73530","                  0","                  0","                  0","                  0","             73530","                  0.17"
"1110","東泥","          1441846","          1325684","            116162","                  0","                  0","             53525","             62637","             82932","            124141","             21428","             -1941","             23369","                  0","                  0","                  0","                  0","             23369","                  0.04"
"1201","味全公司","         13833387","          9103577","          4729810","                  0","                  0","          3956727","            773083","            178367","            178642","            772808","             87540","            685268","                  0","                  0","                  0","                  0","            685268","                  1.35"
"1203","味王公司","          1963886","          1429313","            534573","                  0","                  0","            458084","             76489","             30906","             27890","             79505","             38257","             41248","                  0","                  0","                  0","                  0","             41248","                  0.17"
"1210","大成長城","         23083681","         21352158","          1731523","                  0","                  0","          1229001","            502522","            902475","            228687","          1176310","            105260","          1071050","                  0","                  0","                  0","                  0","          1071050","                  2.22"
"1213","大飲","            701809","            624879","             76930","                103","                513","             77183","                157","              6994","              2812","              4339","              2017","              2322","                  0","                  0","                  0","                  0","              2322","                  0.05"
"1215","卜蜂企業","         15063586","         14145300","            918286","                  0","                  0","            856611","             61675","            142167","             44885","            158957","             23199","            135758","                  0","                  0","                  0","                  0","            135758","                  0.59"
"1216","統一","         51829529","         39822697","         12006832","                  0","                  0","         10141234","          1865598","          9512604","          1565912","          9812290","            364609","          9447681","                  0","                  0","                  0","                  0","          9447681","                  2.08"
"1217","愛之味","          3312199","          2074250","          1237949","             12280","             13790","          1199787","             39672","            164749","            200467","              3954","             -7382","             11336","                  0","                  0","                  0","                  0","             11336","                  0.02"
"1218","泰山企業","          7754594","          7232086","            522508","             15714","             13123","            727447","           -207530","            494033","             82422","            204081","              3760","            200321","                  0","                  0","                  0","                  0","            200321","                  0.61"
"1219","福壽實業","         10219220","          9818193","            401027","                  0","                543","            532465","           -130895","            710082","             32110","            547077","             -4508","            551585","                  0","                  0","                  0","                  0","            551585","                  1.89"
"1220","台榮","          3116944","          2832851","            284093","                  0","                  0","            142937","            141156","             20826","             15972","            146010","              2106","            143904","                  0","                  0","                  0","                  0","            143904","                  0.81"
"1225","福懋油","          9818213","          9428401","            389812","               -372","                  0","            292683","             97501","             14035","             56355","             55181","             12136","             43045","                  0","                  0","                  0","                  0","             43045","                  0.24"
"1227","佳格","         12544265","          7434732","          5109533","                  0","                  0","          2640278","          2469255","            436867","              4255","          2901867","            443509","          2458358","                  0","                  0","                  0","                  0","          2458358","                  5.34"
"1229","聯華實業","          4085824","          3674458","            411366","                  0","                  0","            265082","            146284","          1515629","             62713","          1599200","             70266","          1528934","                  0","                  0","                  0","                  0","          1528934","                  1.81"
"1231","聯華食品","          5320322","          3728482","          1591840","                  0","                  0","          1170745","            421095","             67166","             36518","            451743","             93236","            358507","                  0","                  0","                  0","                  0","            358507","                  3.02"
"1232","大統益","         16631848","         15753384","            878464","                  0","                  0","            294330","            584134","            124151","              4684","            703601","            116595","            587006","                  0","                  0","                  0","                  0","            587006","                  3.67"
"1233","天仁","          2040533","            832894","          1207639","                  0","                  0","            937267","            270372","             17415","              2682","            285105","             50801","            234304","                  0","                  0","                  0","                  0","            234304","                  2.59"
"1234","黑松","          5416822","          4111697","          1305125","             14015","             14728","          1097332","            208506","            230342","             10212","            428636","             36300","            392336","                  0","                  0","                  0","                  0","            392336","                  0.73"
"1235","興泰","            381886","            347772","             34114","                  0","                  0","             43279","             -9165","             41273","             13898","             18210","               -513","             18723","                  0","                  0","                  0","                  0","             18723","                  0.35"
"1236","宏亞食品","          2480767","          1758359","            722408","                  0","               -217","            495073","            227118","             14147","             27956","            213309","             32954","            180355","                  0","                  0","                  0","                  0","            180355","                  1.83"
"1301","台塑","        187603314","        155840930","         31762384","            -12653","                  0","          9226147","         22548890","         21309808","          3296554","         40562144","          4837686","         35724458","                  0","                  0","                  0","                  0","         35724458","                  5.84"
"1303","南亞塑膠","        194021839","        160040249","         33981590","             78396","                  0","         12289387","         21613807","          8352700","          1769050","         28197457","          5054491","         23142966","                  0","                  0","                  0","                  0","         23142966","                  2.95"
"1304","台聚","         13228647","          9857360","          3371287","               -285","                  0","            564487","          2807085","          1034758","             82830","          3759013","            551414","          3207599","                  0","                  0","                  0","                  0","          3207599","                  3.51"
"1305","華夏","          9217771","          8573323","            644448","             -2426","                  0","            507762","            139112","            113734","            313850","            -61004","             31018","            -92022","                  0","                  0","                  0","                  0","            -92022","                 -0.22"
"1307","三芳化工","          7098959","          5921261","          1177698","             39102","                  0","            833827","            304769","            530454","             34069","            801154","            127903","            673251","                  0","                  0","                  0","                  0","            673251","                  1.96"
"1308","亞聚","          6294688","          4286215","          2008473","                  0","                  0","            225381","          1783092","            185003","             45558","          1922537","            302803","          1619734","                  0","                  0","                  0","                  0","          1619734","                  4.14"
"1309","台達化工","         10834404","         10201475","            632929","                  0","                  0","            521951","            110978","            235734","             47139","            299573","             28541","            271032","                  0","                  0","                  0","                  0","            271032","                  0.87"
"1310","台苯","         12874204","         13274788","           -400584","                  0","                  0","            115815","           -516399","             69933","            351897","           -798363","              9241","           -807604","                  0","                  0","                  0","                  0","           -807604","                 -1.39"
"1312","國喬石化","         19430479","         18680935","            749544","              3285","              3407","            328885","            420781","            825915","             69177","          1177519","             56968","          1120551","                  0","                  0","                  0","                  0","          1120551","                  1.23"
"1313","聯成","          7238527","          6421375","            817152","                  0","                  0","            392598","            424554","            837136","            109499","          1152191","             99018","          1053173","                  0","                  0","                  0","                  0","          1053173","                  1.00"
"1314","中石化","         42596896","         36108941","          6487955","                828","              2331","          1393222","          5096236","          7562035","            636475","         12021796","          1095897","         10925899","                  0","                  0","                  0","                  0","         10925899","                  5.53"
"1315","達新工業","          2462247","          2139898","            322349","                  0","                  0","            247080","             75269","            582943","             15703","            642509","             16771","            625738","                  0","                  0","                  0","                  0","            625738","                  2.95"
"1316","上曜","            198739","            212795","            -14056","                  0","                  0","             75007","            -89063","             38019","             11728","            -62772","              1424","            -64196","                  0","                  0","                  0","                  0","            -64196","                 -0.99"
"1319","東陽","         12923038","         10030291","          2892747","             25013","             38431","          2221581","            684584","            873710","            152794","          1405500","            224472","          1181028","                  0","                  0","                  0","                  0","          1181028","                  2.14"
"1321","大洋","          5069933","          4959411","            110522","                  0","                  0","            292461","           -181939","             36504","             18875","           -164310","              3457","           -167767","                  0","                  0","                  0","                  0","           -167767","                 -0.76"
"1323","永裕","          1672068","          1380272","            291796","              2966","              2444","            182394","            108880","            106725","             12816","            202789","             37570","            165219","                  0","                  0","                  0","                  0","            165219","                  2.00"
"1324","地球工業","          1551166","          1293662","            257504","                544","              1320","            175709","             82571","             11441","              4274","             89738","             18150","             71588","                  0","                  0","                  0","                  0","             71588","                  0.95"
"1325","恒大","          1040682","            832981","            207701","                  0","                  0","             67122","            140579","             29119","             21523","            148175","             26384","            121791","                  0","                  0","                  0","                  0","            121791","                  1.21"
"1326","台化","        280813593","        252850469","         27963124","            566144","            205796","          6854311","         20748465","         19504072","          3735213","         36517324","          3546466","         32970858","                  0","                  0","                  0","                  0","         32970858","                  5.81"
"1339","昭輝","          1120959","            787951","            333008","                  0","                  0","            142978","            190030","             17325","              8974","            198381","             27279","            171102","                  0","                  0","                  0","                  0","            171102","                  2.84"
"1402","遠東新","         61556945","         56382879","          5174066","                  0","                  0","          4726810","            447256","         12549582","          1135236","         11861602","            774106","         11087496","                  0","                  0","                  0","                  0","         11087496","                  2.26"
"1409","新纖","         26761599","         25025999","          1735600","                  0","                  0","            945499","            790101","            901776","            300602","          1391275","            129391","          1261884","                  0","                  0","                  0","                  0","          1261884","                  0.71"
"1410","南染","            367655","            248896","            118759","                  0","                  0","             55350","             63409","             35231","                858","             97782","              1999","             95783","                  0","                  0","                  0","                  0","             95783","                  1.06"
"1413","宏洲纖維","          4315077","          4324351","             -9274","                  0","                  0","            107956","           -117230","             31611","             16172","           -101791","             -5038","            -96753","                  0","                  0","                  0","                  0","            -96753","                 -0.58"
"1414","東和","          1297168","          1086180","            210988","                  0","                  0","             72050","            138938","            863532","             27688","            974782","             -1962","            976744","            205826","                  0","                  0","                  0","          1182570","                  5.38"
"1416","廣豐","            187298","            153261","             34037","                  0","                  0","             87960","            -53923","            309645","             14591","            241131","                987","            240144","                  0","                  0","                  0","                  0","            240144","                  0.67"
"1417","嘉裕","          1368634","            859184","            509450","                  0","                  0","            534240","            -24790","            327634","             18462","            284382","             29080","            255302","                  0","                  0","                  0","                  0","            255302","                  0.67"
"1418","東華","          3078739","          2924598","            154141","                  0","                  0","            198951","            -44810","            130109","             26052","             59247","             13116","             46131","                  0","                  0","                  0","                  0","             46131","                  0.38"
"1419","新紡","            950879","            683845","            267034","                  0","                  0","            231774","             35260","            235208","             22151","            248317","                582","            247735","                  0","                  0","                  0","                  0","            247735","                  0.83"
"1423","利華羊毛","          1395925","          1286487","            109438","                  0","                  0","             44700","             64738","             28197","             25761","             67174","             14941","             52233","                  0","                  0","                  0","                  0","             52233","                  0.29"
"1432","大魯閣實業","             14389","              8338","              6051","                  0","                  0","             30839","            -24788","             94387","             39387","             30212","                116","             30096","                  0","                  0","                  0","                  0","             30096","                  0.35"
"1434","福懋興業","         36235718","         32333284","          3902434","                  0","                  0","          2043026","          1859408","          3247661","          2612609","          2494460","            416115","          2078345","                  0","                  0","                  0","                  0","          2078345","                  1.24"
"1435","中福國際","             24362","              4629","             19733","                  0","                  0","             31420","            -11687","             36378","             26979","             -2288","              1583","             -3871","                  0","                  0","                  0","                  0","             -3871","                 -0.03"
"1436","華友聯","          1383487","          1116790","            266697","                  0","                  0","            146741","            119956","          1201971","            316215","          1005712","                588","          1005124","                  0","                  0","                  0","                  0","          1005124","                  3.17"
"1437","勤益投控","          1191038","          1230688","            -39650","                  0","                  0","             54307","            -93957","             56329","            116585","           -154213","            -27133","           -127080","                  0","                  0","                  0","                  0","           -127080","                 -0.62"
