"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"公司代號","公司名稱","營業收入","營業成本","營業毛利(毛損)","聯屬公司間未實現利益","聯屬公司間已實現利益","營業費用","營業淨利(淨損)","營業外收入及利益","營業外費用及損失","繼續營業單位稅前淨利(淨損)","所得稅(費用)利益","繼續營業單位淨利(淨損)","停業單位損益","非常損益","會計原則變動累積影響數","合併前非屬共同控制股權損益","本期淨利(淨損)","基本每股盈餘"
"1101","台泥","         16344205","         15448078","            896127","                  0","                921","            794830","            102218","          5813743","            371206","          5544755","            148800","          5395955","                  0","                  0","                  0","                  0","          5395955","                  1.64"
"1102","亞泥","          6726303","          6363214","            363089","                  0","              7457","            359833","             10713","          6376359","          1044911","          5342161","            107833","          5234328","                  0","                  0","                  0","                  0","          5234328","                  1.70"
"1103","嘉泥","          1458404","          1399295","             59109","                  0","                  0","            161744","           -102635","            376760","            114455","            159670","            -20628","            180298","                  0","                  0","                  0","                  0","            180298","                  0.31"
"1104","環球水泥","          2276832","          2108197","            168635","                  0","                  0","            210516","            -41881","          1084074","             37907","          1004286","             12955","            991331","                  0","                  0","                  0","                  0","            991331","                  1.64"
"1108","幸福水泥","          2032337","          2003518","             28819","                  0","                  0","            167043","           -138224","             60868","             92492","           -169848","            -20696","           -149152","                  0","                  0","                  0","                  0","           -149152","                 -0.37"
"1109","信大水泥","            891149","            867078","             24071","                 35","                312","             76547","            -52199","            122490","             70244","                 47","             10151","            -10104","                  0","                  0","                  0","                  0","            -10104","                 -0.02"
"1110","東泥","          1034014","            946656","             87358","                  0","                  0","             42556","             44802","             66626","              6864","            104564","               -219","            104783","                  0","                  0","                  0","                  0","            104783","                  0.18"
"1201","味全公司","          9992507","          6502668","          3489839","                  0","                  0","          2863764","            626075","            130524","            182065","            574534","             27320","            547214","                  0","                  0","                  0","                  0","            547214","                  1.08"
"1203","味王公司","          1445402","          1041741","            403661","                  0","                  0","            333962","             69699","             55460","             12033","            113126","             47261","             65865","                  0","                  0","                  0","                  0","             65865","                  0.28"
"1210","大成長城","         15497803","         14171216","          1326587","                  0","                  0","            856827","            469760","            461140","             56911","            873989","            113996","            759993","                  0","                  0","                  0","                  0","            759993","                  1.66"
"1213","大飲","            540425","            482151","             58274","                338","                300","             55158","              3078","              3674","             20283","            -13531","              2517","            -16048","                  0","                  0","                  0","                  0","            -16048","                 -0.31"
"1215","卜蜂企業","         10364393","          9530311","            834082","                  0","                  0","            607099","            226983","            126282","              6531","            346734","             66137","            280597","                  0","                  0","                  0","                  0","            280597","                  1.21"
"1216","統一","         36810334","         28016416","          8793918","                  0","                  0","          7411249","          1382669","          9705547","            946905","         10141311","            228389","          9912922","                  0","                  0","                  0","                  0","          9912922","                  2.31"
"1217","愛之味","          2931508","          1789307","          1142201","             17498","             20411","          1047045","             98069","            210469","             82815","            225723","             73133","            152590","                  0","                  0","                  0","                  0","            152590","                  0.34"
"1218","泰山企業","          5408010","          4905479","            502531","             11684","             12589","            510399","             -6963","            256347","             58550","            190834","              2452","            188382","                  0","                  0","                  0","                  0","            188382","                  0.59"
"1219","福壽實業","          6597904","          6077764","            520140","                  0","                803","            385564","            135379","             51420","             13278","            173521","             45016","            128505","                  0","                  0","                  0","                  0","            128505","                  0.45"
"1220","台榮","          2013057","          1829639","            183418","                  0","                  0","             95690","             87728","             28773","             16214","            100287","             17409","             82878","                  0","                  0","                  0","                  0","             82878","                  0.47"
"1225","福懋油","          5924272","          5583053","            341219","                357","                  0","            206910","            133952","             19093","             26006","            127039","             18322","            108717","                  0","                  0","                  0","                  0","            108717","                  0.63"
"1227","佳格","          8342647","          4748058","          3594589","                  0","                  0","          1766924","          1827665","             62449","             28666","          1861448","            323177","          1538271","                  0","                  0","                  0","                  0","          1538271","                  4.18"
"1229","聯華實業","          2270113","          1911800","            358313","                  0","                  0","            195702","            162611","          1246952","             52071","          1357492","             86708","          1270784","                  0","                  0","                  0","                  0","          1270784","                  1.56"
"1231","聯華食品","          3267604","          2320039","            947565","                  0","                  0","            709435","            238130","             42061","             15299","            264892","             51840","            213052","                  0","                  0","                  0","                  0","            213052","                  1.85"
"1232","大統益","         11220558","         10405804","            814754","                  0","                  0","            225399","            589355","             79438","             13138","            655655","            118340","            537315","                  0","                  0","                  0","                  0","            537315","                  3.36"
"1233","天仁","          1411247","            575651","            835596","                  0","                  0","            653038","            182558","             41782","                980","            223360","             35508","            187852","                  0","                  0","                  0","                  0","            187852","                  2.07"
"1234","黑松","          3381750","          2294518","          1087232","             22656","             15634","            867320","            212890","            180552","              4438","            389004","             62200","            326804","                  0","                  0","                  0","                  0","            326804","                  0.61"
"1235","興泰","            306749","            273642","             33107","                  0","                  0","             32595","                512","             34902","              5396","             30018","              3836","             26182","                  0","                  0","                  0","                  0","             26182","                  0.50"
"1236","宏亞食品","          1489532","          1032793","            456739","                  0","                -35","            340508","            116196","             10519","             10951","            115764","             20794","             94970","                  0","                  0","                  0","                  0","             94970","                  1.03"
"1301","台塑","        146194050","        120052248","         26141802","             18662","                  0","          6409630","         19713510","         18430977","            910886","         37233601","          4068649","         33164952","                  0","                  0","                  0","                  0","         33164952","                  5.42"
"1303","南亞塑膠","        160955618","        132213646","         28741972","             23293","                  0","          9184854","         19533825","         18472893","          1491904","         36514814","          4074946","         32439868","                  0","                  0","                  0","                  0","         32439868","                  4.13"
"1304","台聚","          9121484","          7267552","          1853932","              1586","                  0","            387854","          1464492","            743452","             72134","          2135810","            300580","          1835230","                  0","                  0","                  0","                  0","          1835230","                  2.26"
"1305","華夏","          6350829","          5905940","            444889","                302","                  0","            400445","             44142","             42284","             82263","              4163","             38164","            -34001","                  0","                  0","                  0","                  0","            -34001","                 -0.08"
"1307","三芳化工","          4310977","          3498287","            812690","             -5565","                  0","            621093","            197162","            642583","             28287","            811458","             86725","            724733","                  0","                  0","                  0","                  0","            724733","                  2.32"
"1308","亞聚","          4689739","          3505676","          1184063","                  0","                  0","            183778","          1000285","            172294","             17484","          1155095","            209347","            945748","                  0","                  0","                  0","                  0","            945748","                  3.02"
"1309","台達化工","          8123637","          7414351","            709286","                  0","                  0","            417267","            292019","            114907","             74914","            332012","             17052","            314960","                  0","                  0","                  0","                  0","            314960","                  1.13"
"1310","台苯","          9680685","          9969506","           -288821","                  0","                  0","            126147","           -414968","            823635","            299546","            109121","             53056","             56065","                  0","                  0","                  0","                  0","             56065","                  0.10"
"1312","國喬石化","         12352385","         11832381","            520004","              2234","              2233","            250036","            269967","          1165720","            109896","          1325791","            -57780","          1383571","                  0","                  0","                  0","                  0","          1383571","                  1.53"
"1313","聯成","          6507736","          5645073","            862663","                  0","                  0","            334791","            527872","          1690692","             26884","          2191680","            133867","          2057813","                  0","                  0","                  0","                  0","          2057813","                  2.05"
"1314","中石化","         29295520","         25052304","          4243216","               -300","               -116","            592964","          3650436","          1279329","            590490","          4339275","            458147","          3881128","                  0","                  0","                  0","                  0","          3881128","                  2.16"
"1315","達新工業","          1762724","          1522689","            240035","                  0","                  0","            201397","             38638","            293993","            136542","            196089","             29375","            166714","                  0","                  0","                  0","                  0","            166714","                  0.79"
"1316","上曜","            141429","            137742","              3687","                  0","                  0","             33208","            -29521","             22295","             12605","            -19831","                108","            -19939","                  0","                  0","                  0","                  0","            -19939","                 -0.31"
"1319","東陽","          7305301","          5279535","          2025766","             28007","             37670","          1259715","            775714","            671194","            128262","          1318646","            214208","          1104438","                  0","                  0","                  0","                  0","          1104438","                  2.41"
"1321","大洋","          4098785","          3840061","            258724","                  0","                  0","            244493","             14231","             19283","            123810","            -90296","             13448","           -103744","                  0","                  0","                  0","                  0","           -103744","                 -0.47"
"1323","永裕","          1182429","            927002","            255427","              3177","              2344","            135467","            119127","             50754","              6828","            163053","             15515","            147538","                  0","                  0","                  0","                  0","            147538","                  1.79"
"1324","地球工業","          1039037","            839327","            199710","              1295","                  0","            127244","             71171","              5424","              8280","             68315","             16360","             51955","                  0","                  0","                  0","                  0","             51955","                  0.69"
"1325","恒大","            800845","            635568","            165277","                  0","                  0","             47836","            117441","              6921","              8177","            116185","             18782","             97403","                  0","                  0","                  0","                  0","             97403","                  1.03"
"1326","台化","        209070268","        186147397","         22922871","           -119487","                  0","          5259320","         17783038","         19378277","          1137796","         36023519","          1970492","         34053027","                  0","                  0","                  0","                  0","         34053027","                  6.00"
"1402","遠東新","         39211713","         34683824","          4527889","                  0","                  0","          3806434","            721455","          8875546","            820288","          8776713","             16335","          8760378","                  0","                  0","                  0","                  0","          8760378","                  1.84"
"1409","新纖","         18988794","         17217650","          1771144","                  0","                  0","            775934","            995210","          1035462","            240580","          1790092","            355790","          1434302","                  0","                  0","                  0","                  0","          1434302","                  0.93"
"1410","南染","            239353","            165540","             73813","                  0","                  0","             36960","             36853","             28337","              1170","             64020","              2234","             61786","                  0","                  0","                  0","                  0","             61786","                  0.69"
"1413","宏洲纖維","          3115756","          2945239","            170517","                  0","                  0","             77137","             93380","              9580","             17268","             85692","             26621","             59071","                  0","                  0","                  0","                  0","             59071","                  0.35"
"1414","東和","            986414","            830240","            156174","                  0","                  0","             36327","            119847","            316062","             17548","            418361","              8605","            409756","            -96765","                  0","                  0","                  0","            312991","                  1.42"
"1416","廣豐","            186353","            146400","             39953","                  0","                  0","             70654","            -30701","            187154","             31627","            124826","                  0","            124826","                  0","                  0","                  0","                  0","            124826","                  0.35"
"1417","嘉裕","            862177","            559229","            302948","                  0","                  0","            417897","           -114949","            285144","             26445","            143750","             43000","            100750","                  0","                  0","                  0","                  0","            100750","                  0.27"
"1418","東華","          2238067","          2121420","            116647","                  0","                  0","            127627","            -10980","             11182","             27515","            -27313","             14557","            -41870","                  0","                  0","                  0","                  0","            -41870","                 -0.35"
"1419","新紡","            480089","            344722","            135367","                  0","                  0","            142839","             -7472","            290102","             13974","            268656","              6250","            262406","                  0","                  0","                  0","                  0","            262406","                  0.88"
"1423","利華羊毛","            768585","            763530","              5055","                  0","                  0","             35355","            -30300","             37193","             16769","             -9876","              4219","            -14095","                  0","                  0","                  0","                  0","            -14095","                 -0.08"
"1432","大魯閣實業","            854334","            290884","            563450","                  0","                  0","             28943","            534507","             79347","             15474","            598380","                  0","            598380","                  0","                  0","                  0","                  0","            598380","                  7.05"
"1434","福懋興業","         24251081","         21333668","          2917413","                  0","                  0","          1439887","          1477526","          2587385","            161458","          3903453","            483023","          3420430","                  0","                  0","                  0","                  0","          3420430","                  2.03"
"1435","中福國際","             28623","             13226","             15397","                  0","                  0","             20420","             -5023","            445406","             49697","            390686","              3105","            387581","                  0","                  0","                  0","                  0","            387581","                  3.09"
"1436","華友聯","             10049","              5434","              4615","                  0","                  0","             36307","            -31692","            109338","            141328","            -63682","                 14","            -63696","                  0","                  0","                  0","                  0","            -63696","                 -0.20"
"1437","勤益投控","          1361391","          1297100","             64291","                  0","                  0","             57911","              6380","            170921","              6465","            170836","             22093","            148743","                  0","                  0","                  0","                  0","            148743","                  0.73"
"1438","裕豐","             84280","             35975","             48305","                  0","                  0","             15815","             32490","              8476","             23300","             17666","                  0","             17666","                  0","                  0","                  0","                  0","             17666","                  0.17"
"1439","中和羊毛","            375693","            367673","              8020","                  0","                  0","             19996","            -11976","          2048988","              2035","          2034977","             22408","          2012569","                  0","                  0","                  0","                  0","          2012569","                 21.88"
"1440","南紡","         10982494","          9306273","          1676221","                  0","                  0","            731099","            945122","          1252320","             45967","          2151475","            332483","          1818992","                  0","                  0","                  0","                  0","          1818992","                  1.19"
"1441","大東紡織","          1173256","          1024167","            149089","                  0","                  0","            111637","             37452","             13085","             35385","             15152","              4127","             11025","                  0","                  0","             -1135","                  0","              9890","                  0.15"
"1442","名軒","          1134836","            695019","            439817","                  0","                  0","             89924","            349893","             10256","              4007","            356142","             19197","            336945","                  0","                  0","                  0","                  0","            336945","                  1.95"
"1443","立益紡織","          1112763","          1040295","             72468","                  0","                  0","             30299","             42169","             31389","            101848","            -28290","                  0","            -28290","                  0","                  0","                  0","                  0","            -28290","                 -0.10"
"1444","力麗","          7286565","          6156500","          1130065","             -2032","                  0","            376292","            755805","            381476","             22005","          1115276","             47720","          1067556","                  0","                  0","                  0","                  0","          1067556","                  1.41"
