"V1","V2"
"1101","9298656"
"1102","6499550"
"1103","389030"
"1104","484997"
"1108","431778"
"1109","484101"
"1110","190034"
"1201","1458861"
"1203","434403"
"1210","7940092"
"1213","41545"
"1215","1442996"
"1216","31662812"
"1217","230199"
"1218","606428"
"1219","839615"
"1220","441364"
"1225","1009767"
"1227","1929677"
"1229","464011"
"1231","453490"
"1232","1714231"
"1233","186650"
"1234","378083"
"1235","7822"
"1236","185684"
"1702","1211243"
"1737","202217"
"1301","16586247"
"1303","25919633"
"1304","4399069"
"1305","1046003"
"1307","900011"
"1308","388860"
"1309","1620478"
"1310","1052038"
"1312","1948182"
"1313","4373900"
"1314","2177239"
"1315","267991"
"1319","1824852"
"1321","362865"
"1323","291663"
"1324","112936"
"1325","133253"
"1326","30757673"
"1339","124260"
"4306","1615963"
"1402","18963914"
"1409","3203026"
"1410","45790"
"1413","261885"
"1414","85339"
"1416","38931"
"1417","265236"
"1418","142808"
"1419","92443"
"1423","45285"
"1434","3609443"
"1439","37048"
"1440","1787812"
"1441","162333"
"1443","106307"
"1444","966469"
"1445","167555"
"1446","64728"
"1447","1642771"
"1449","279870"
"1451","1122894"
"1452","186172"
"1453","16206"
"1454","165556"
"1455","1507834"
"1456","63218"
"1457","331440"
"1459","394083"
"1460","806964"
"1463","81412"
"1464","649506"
"1465","230823"
"1466","365947"
"1467","783930"
"1468","30299"
"1470","57023"
"1472","50106"
"1473","658291"
"1474","317283"
"1475","21228"
"1476","2044950"
"1477","1290745"
"4414","185842"
"4426","115383"
"4438","303727"
"1503","1691756"
"1504","4079723"
"1506","125003"
"1507","2357059"
"1512","398013"
"1513","1041588"
"1514","458904"
"1515","325128"
"1517","326976"
"1519","619781"
"1521","413332"
"1522","1560420"
"1524","221979"
"1525","109582"
"1526","60170"
"1527","199019"
"1528","207861"
"1529","6203"
"1530","336935"
"1531","210471"
"1532","1289029"
"1533","208640"
"1535","1062238"
"1536","379304"
"1537","600437"
"1538","63426"
"1539","191064"
"1540","114039"
"1541","178308"
"1558","561560"
"1560","348295"
"1568","206182"
"1583","615243"
"1587","112158"
"2049","1500700"
"2228","271780"
"2231","200091"
"2371","9055014"
"3167","235430"
"3346","228948"
"4526","751715"
"4532","1223872"
"4540","154400"
"4551","245986"
"4555","104484"
"6605","1199927"
"8222","61813"
"8374","395430"
"8996","152424"
"1603","201146"
"1604","612030"
"1605","12950693"
"1608","772936"
"1609","1401838"
"1611","231770"
"1612","251070"
"1614","309569"
"1615","240828"
"1616","343017"
"1617","293227"
"1618","82127"
"4930","1176342"
"1316","54958"
"1708","354370"
"1709","804077"
"1710","1184159"
"1711","746528"
"1712","1245602"
"1713","63244"
"1714","5352406"
"1717","3307375"
"1718","2806084"
"1721","125120"
"1722","1023499"
"1723","553649"
"1724","153782"
"1725","840031"
"1726","679466"
"1727","177512"
"1730","153885"
"1732","47032"
"1735","358494"
"1773","611053"
"1776","226637"
"4720","202763"
