"V1","V2"
"1101","1878685"
"1102","1210075"
"1103","176504"
"1104","274073"
"1108","246254"
"1109","110327"
"1110","137734"
"1201","1061007"
"1203","162877"
"1210","1862010"
"1213","42353"
"1215","1267199"
"1216","3922178"
"1217","201061"
"1218","638696"
"1219","843109"
"1220","240101"
"1225","852832"
"1227","1022898"
"1229","335286"
"1231","327549"
"1232","1461876"
"1233","161328"
"1234","355513"
"1235","30131"
"1236","190877"
"1702","191312"
"1301","16540521"
"1303","17071888"
"1304","1195914"
"1305","713051"
"1307","593587"
"1308","504436"
"1309","1000098"
"1310","1144045"
"1312","1481920"
"1313","633733"
"1314","3227102"
"1315","176476"
"1316","20849"
"1319","1078090"
"1321","391275"
"1323","157556"
"1324","129898"
"1325","111040"
"1326","24199455"
"1339","85342"
"1715","325834"
"4306","407914"
"1402","5021744"
"1409","2181066"
"1410","31696"
"1413","395287"
"1414","157690"
"1416","23143"
"1417","122309"
"1418","383328"
"1419","103016"
"1423","109942"
"1432","457"
"1434","2679013"
"1438","41115"
"1439","37519"
"1440","1480987"
"1441","142544"
"1443","135303"
"1444","920413"
"1445","188967"
"1446","59748"
"1447","2340295"
"1449","149735"
"1451","891153"
"1452","205352"
"1453","48753"
"1454","236718"
"1455","1601597"
"1456","192049"
"1457","506866"
"1459","331676"
"1460","489025"
"1463","49561"
"1464","164646"
"1465","106518"
"1466","581413"
"1467","378137"
"1468","50255"
"1469","39421"
"1470","77556"
"1472","86538"
"1473","511913"
"1474","358775"
"1475","69617"
"1476","706901"
"1477","773367"
"4414","157392"
"4426","52246"
"1503","1324833"
"1504","1874789"
"1506","63917"
"1507","303697"
"1512","268477"
"1513","487293"
"1514","447591"
"1515","239263"
"1516","65"
"1517","186408"
"1519","749729"
"1521","331431"
"1522","750283"
"1524","299323"
"1525","107627"
"1526","43938"
"1527","213029"
"1528","194635"
"1529","31482"
"1530","275797"
"1531","293544"
"1533","134432"
"1535","546931"
"1536","220564"
"1537","326211"
"1538","91376"
"1539","62763"
"1540","77490"
"1541","61350"
"1560","306535"
"1583","190024"
"2049","870145"
"2231","90286"
"4526","514284"
"4532","309506"
"6605","827220"
"8374","146320"
"1603","238931"
"1604","646115"
"1605","5984227"
"1608","819240"
"1609","773918"
"1611","519580"
"1612","574481"
"1613","505403"
"1614","483887"
"1615","310871"
"1616","389558"
"1617","433923"
"1618","324226"
"4930","127691"
"1704","2286274"
"1708","271301"
"1709","669923"
"1710","1078566"
"1711","467909"
"1712","509921"
"1713","56013"
"1714","1057003"
"1717","1561361"
"1718","1358137"
"1721","155742"
"1722","1280368"
"1723","653341"
"1724","189113"
"1725","807218"
"1726","512436"
"1727","171359"
"1730","92156"
"1732","53225"
"1735","219434"
"1737","153809"
"1773","564414"
"4722","227932"
"4725","2538967"
"4733","123635"
"1701","219188"
"1707","192057"
"1720","153644"
"1729","111346"
"1731","143059"
"1733","151500"
"1734","132599"
"1736","839635"
"1762","104272"
"1789","290418"
"3164","25843"
"4104","243974"
"4106","97348"
"4108","12800"
"4119","97329"
"4133","37798"
"4142","143"
"4737","102063"
"4746","205144"
"1802","1133101"
"1806","222990"
"1809","127817"
"1810","253075"
"1902","427984"
"1903","192867"
"1904","2009687"
"1905","562135"
"1906","3500"
"1907","1578812"
"1909","564697"
"1532","373597"
"2002","21036268"
"2006","2677925"
"2007","1124644"
"2008","510362"
"2009","452310"
"2010","1232001"
"2012","282422"
"2013","844849"
"2014","4340047"
"2015","3051463"
"2017","444022"
"2020","409512"
"2022","129030"
"2023","2583705"
"2024","121134"
"2025","426375"
"2027","560660"
"2028","627158"
"2029","1603904"
"2030","998786"
"2031","618643"
"2032","388395"
"2033","83006"
"2034","1833437"
"2038","1097208"
"3004","45721"
"5007","425731"
"9958","114296"
"2101","476559"
"2102","563810"
"2103","1353662"
"2104","486734"
"2105","1764659"
"2106","467544"
"2107","494310"
"2108","471812"
"2109","229602"
"2114","164828"
"2201","2683935"
"2204","2364445"
"2206","1416384"
"2207","7120739"
"2227","2454877"
"1437","120934"
"2302","35506"
"2303","10440330"
"2311","5572165"
"2325","4695774"
"2329","1091287"
"2330","35722299"
"2337","1693100"
"2338","161708"
"2342","351550"
