"V1","V2"
"1101","10876929"
"1102","8318969"
"1103","166883"
"1104","437140"
"1108","313093"
"1109","541582"
"1110","147819"
"1201","1598137"
"1203","514903"
"1210","6130106"
"1213","29047"
"1215","1686202"
"1216","36804987"
"1217","313572"
"1218","599053"
"1219","1055161"
"1220","208035"
"1225","880257"
"1227","1586997"
"1229","420926"
"1231","631653"
"1232","1437562"
"1233","180929"
"1234","543860"
"1235","1830"
"1236","94089"
"1702","1515180"
"1737","236758"
"1301","18695341"
"1303","24967277"
"1304","4757905"
"1305","1153354"
"1307","1025298"
"1308","612209"
"1309","1602824"
"1310","970745"
"1312","1647124"
"1313","6149496"
"1314","2867391"
"1315","192036"
"1319","1973057"
"1321","358700"
"1323","302503"
"1324","108686"
"1325","68416"
"1326","32072473"
"1339","239497"
"4306","1378190"
"1402","22458329"
"1409","3535097"
"1410","33322"
"1413","315920"
"1414","78072"
"1416","18545"
"1417","96359"
"1418","43377"
"1419","154998"
"1423","38900"
"1434","4419100"
"1439","6578"
"1440","2217452"
"1441","146414"
"1443","55594"
"1444","1114135"
"1445","139759"
"1446","25731"
"1447","1419677"
"1449","196788"
"1451","721011"
"1452","165643"
"1453","37"
"1454","165670"
"1455","1147590"
"1456","56441"
"1457","471442"
"1459","352140"
"1460","795573"
"1463","53502"
"1464","887459"
"1465","123676"
"1466","358557"
"1467","499654"
"1468","93910"
"1470","85503"
"1472","36607"
"1473","745383"
"1474","333464"
"1475","4857"
"1476","2218399"
"1477","2500439"
"4414","959703"
"4426","233383"
"4438","865284"
"1503","2326833"
"1504","4099679"
"1506","120979"
"1507","1061747"
"1512","170289"
"1513","867703"
"1514","417577"
"1515","579314"
"1517","266702"
"1519","575665"
"1521","704140"
"1522","1538749"
"1524","214550"
"1525","135852"
"1526","84340"
"1527","319745"
"1528","339249"
"1529","24792"
"1530","313173"
"1531","225456"
"1532","1596895"
"1533","238800"
"1535","857147"
"1536","502632"
"1537","743917"
"1538","29396"
"1539","212366"
"1540","52580"
"1541","328741"
"1558","397511"
"1560","417177"
"1568","168586"
"1583","562649"
"1587","126594"
"2049","1880117"
"2228","377473"
"2231","386264"
"2371","2862887"
"3167","147124"
"3346","320830"
"4526","1282165"
"4532","2072428"
"4540","182598"
"4551","392699"
"4555","138278"
"4562","91931"
"4564","254504"
"4566","311372"
"6605","1458772"
"8222","60819"
"8374","301868"
"8996","150592"
"1603","215561"
"1604","592920"
"1605","13674394"
"1608","696543"
"1609","1748069"
"1611","194660"
"1612","381913"
"1614","394377"
"1615","223778"
"1616","255063"
"1617","251229"
"1618","184265"
"4930","862290"
"1316","48353"
"1708","385178"
"1709","788025"
"1710","2403265"
"1711","835288"
"1712","1747958"
"1713","45291"
"1714","2605677"
"1717","3948143"
"1718","3068116"
"1721","292415"
"1722","952245"
"1723","744685"
"1724","140341"
"1725","750178"
"1726","608459"
"1727","188872"
"1730","287600"
"1732","45782"
"1735","304661"
"1773","574735"
"1776","152831"
"3708","668982"
"4720","286341"
"4722","398863"
"4725","815804"
"4739","521909"
"4755","319050"
"4764","311579"
"4766","1436050"
"1598","575371"
"1701","635777"
"1707","785123"
"1720","257017"
"1731","97974"
"1733","183152"
"1734","228404"
"1736","1989341"
"1760","107026"
"1762","114851"
"1783","39676"
"1786","36578"
"1789","228181"
"3164","47212"
"3705","601104"
"4104","540312"
"4106","210784"
"4108","17215"
"4119","176680"
"4133","38771"
"4142","25255"
"4155","120887"
"4164","271655"
"4737","147566"
"4746","213461"
"1802","3462972"
"1806","421429"
"1809","198148"
"1810","464758"
"1817","198774"
"1902","400114"
"1903","11997"
"1904","3111773"
"1905","2002851"
"1906","91282"
"1907","6409025"
"1909","3995465"
"2002","32939378"
"2006","4520655"
"2007","620715"
"2008","163090"
"2009","231490"
"2010","1389202"
"2012","897500"
"2013","1674336"
"2014","4541311"
"2015","2507866"
"2017","447924"
"2020","742331"
"2022","1111123"
"2023","5589016"
"2024","114675"
"2025","61079"
"2027","7083908"
"2028","971608"
"2029","904839"
"2030","1137583"
"2031","692765"
"2032","228436"
"2033","75072"
"2034","1468449"
"2038","793264"
"2069","779572"
"3004","207796"
"5007","602195"
"9958","179153"
"2101","1004749"
"2102","425736"
"2103","2617561"
"2104","2097651"
"2105","10032370"
"2106","2895930"
"2107","168462"
"2108","1116967"
"2109","447388"
"2114","140695"
"6582","266938"
"2201","7055583"
"2204","2830222"
"2206","2900702"
"2207","15908022"
"2227","2760116"
"2302","38268"
"2303","10325739"
"2329","1372384"
"2330","79721587"
"2337","1964214"
"2338","232891"
"2342","115536"
"2344","3734172"
"2351","784298"
"2363","34874"
"2369","348688"
"2379","4494505"
"2388","499008"
"2401","466816"
"2408","3718792"
"2434","13071"
"2436","177430"
"2441","939492"
"2449","1839898"
"2451","1222020"
"2454","22318664"
"2458","609800"
"2481","755935"
"3006","900282"
"3014","238029"
"3016","328441"
"3034","5211646"
"3035","403381"
"3041","137276"
"3054","8948"
"3094","16588"
"3189","1636398"
"3257","42488"
"3413","536967"
"3443","905617"
"3530","173021"
"3532","1266919"
"3536","95848"
"3545","725860"
"3579","346357"
"3583","419564"
"3588","80503"
"3686","10241"
"3711","29566029"
"4919","826387"
"4952","232888"
"4961","845174"
"4967","620772"
"4968","150094"
"5269","327373"
"5285","383933"
"5305","963705"
"5471","251689"
"6202","381338"
"6239","4918536"
"6243","43558"
"6257","829375"
"6271","548229"
"6531","210207"
"6533","22006"
"6552","251804"
"8016","983539"
"8028","216312"
"8081","402370"
"8110","522473"
"8131","787262"
"8150","1583629"
"8261","184774"
"8271","632474"
"2301","14711282"
"2305","50477"
"2324","86125640"
"2331","2719886"
"2352","14471211"
"2353","23553435"
"2356","43375200"
"2357","38172856"
"2362","2648392"
"2364","97753"
"2365","131893"
"2376","6853503"
"2377","10407854"
"2380","151725"
"2382","73542812"
"2387","1042807"
"2395","4553346"
"2397","522990"
"2399","239148"
"2405","300171"
"2417","233325"
"2424","3"
"2425","396969"
"2442","444228"
"2465","271181"
"3002","54382"
"3005","1937544"
"3013","485749"
"3017","2471678"
"3022","549603"
"3046","155010"
"3057","100968"
"3060","458556"
"3231","73627766"
"3416","135184"
"3494","78172"
"3515","973045"
"3701","653908"
"3706","2486838"
"3712","602374"
"4916","669478"
"4938","90015403"
"5258","256573"
"6117","139614"
"6128","579542"
"6166","1033221"
"6172","62777"
"6206","518630"
"6230","622929"
"6235","261699"
"6277","415013"
"6414","6157713"
"6579","678749"
"6669","12037937"
"8114","834802"
"8163","1400740"
"8210","560397"
"9912","49545"
"2323","641719"
"2340","432841"
"2349","720158"
"2374","727459"
"2393","1805126"
"2406","855031"
"2409","24389239"
"2426","198270"
"2438","37623"
"2448","1424656"
"2466","227317"
"2486","280537"
"2489","1178780"
"2491","24710"
"2499","442042"
"3008","3925899"
"3019","1509033"
"3024","137155"
"3031","162851"
"3038","317345"
"3049","388233"
"3050","73965"
"3051","201547"
"3059","525160"
"3149","247360"
"3356","124822"
"3383","59389"
"3406","465998"
"3437","229529"
"3454","631548"
"3481","20573991"
"3504","520873"
"3535","303091"
"3557","7607"
"3563","252096"
"3576","1696947"
"3591","195871"
"3622","38549"
"3669","163789"
"3698","704534"
"4934","188022"
"4942","618743"
"4956","123888"
"4960","1411773"
"4976","130349"
"5234","380451"
"5259","237"
"5484","26149"
"6116","1206234"
"6120","1476824"
"6131","-13108"
"6164","83316"
"6168","208838"
"6176","5289512"
"6209","260346"
"6225","713"
"6226","107677"
"6278","2764602"
"6288","365807"
"6289","10016"
"6405","42492"
"6443","456679"
"6477","270015"
"6668","132887"
"8104","170244"
"8105","758669"
"8215","1121316"
"2314","501322"
"2321","162036"
"2332","1559065"
"2345","4360282"
"2412","17182716"
"2419","690293"
"2439","3380856"
"2444","97550"
"2450","2682451"
"2455","192082"
"2485","716068"
"2496","82604"
"2498","1312752"
"3025","43211"
"3027","67088"
"3045","9929270"
"3047","544118"
"3062","415487"
"3311","175036"
"3380","1220690"
"3419","120080"
"3596","2780396"
"3682","1153082"
"3694","548202"
"3704","3408438"
"4904","7011600"
"4906","1723637"
"5388","2225374"
"6136","60492"
"6142","289649"
"6152","328170"
"6216","68839"
"6285","4930386"
"6416","381496"
"6442","180698"
"6674","242254"
"8011","124582"
"8101","247011"
"1471","90299"
"1582","726914"
"2059","414329"
"2308","20162935"
"2313","3699096"
"2316","444847"
"2327","3515278"
"2328","2048186"
"2355","1521850"
"2367","1727162"
"2368","1508154"
"2375","373719"
"2383","1828801"
"2385","7094332"
"2392","6417442"
"2402","495180"
"2413","320404"
"2415","183131"
"2420","219178"
"2421","847754"
"2428","500571"
"2429","74848"
"2431","231265"
"2440","242550"
"2456","1271777"
"2457","998290"
"2460","340824"
"2462","394967"
"2467","404362"
"2472","648346"
"2476","430478"
"2478","383111"
"2483","161049"
"2484","195376"
"2492","2808608"
"2493","201193"
"3003","338764"
"3011","112253"
"3015","1148465"
"3021","201036"
"3023","1520619"
"3026","1143042"
"3032","656376"
"3037","5958509"
"3042","583733"
"3044","3910124"
"3058","385447"
"3090","654883"
"3229","35035"
"3296","228877"
"3308","44055"
"3321","240732"
"3338","375214"
"3376","774463"
"3432","7505"
"3501","423453"
"3533","1129435"
"3550","303826"
"3593","62165"
"3605","526702"
"3607","447416"
"3645","134806"
"3653","416276"
"3679","249074"
"4545","133441"
"4915","5261868"
"4989","255601"
"4999","154106"
"5469","3317529"
"6108","641114"
"6115","569461"
"6133","93245"
"6141","253798"
"6153","1314635"
"6155","57644"
"6165","205"
"6191","1675568"
"6197","282794"
"6205","100308"
"6213","1932820"
"6224","109504"
"6251","1038070"
"6269","1464508"
"6282","2003866"
"6412","2697376"
"6449","139806"
"8039","531140"
"8046","2183680"
"8103","269921"
"8213","1773665"
"8249","367580"
"2347","28922815"
"2414","1607609"
"2430","1410972"
"2459","633381"
"3010","4442052"
"3028","2226541"
"3033","3967361"
"3036","22644495"
"3048","5959384"
"3055","317650"
"3209","2481157"
"3312","897020"
"3528","343514"
"3702","40732306"
"5434","2604464"
"6189","1778894"
"6281","1137498"
"8070","1195402"
"8072","67914"
"8112","7594880"
"2427","223230"
"2453","316744"
"2468","169755"
"2471","60780"
"2480","443369"
"3029","811287"
"3130","149585"
"4994","227329"
"5203","122799"
"6112","1020263"
"6183","135633"
"6214","1657261"
"2312","11108802"
"2317","376604602"
"2354","5818340"
"2359","376862"
"2360","979940"
"2373","1105627"
"2390","51688"
"2404","1983942"
"2423","252546"
"2433","352643"
"2461","488195"
"2464","1139360"
"2474","7448163"
