"V1","V2"
"1101","2066932"
"1102","932265"
"1103","51646"
"1104","284510"
"1108","271197"
"1109","130387"
"1110","113734"
"1201","1161975"
"1203","139359"
"1210","2044951"
"1213","45935"
"1215","1327027"
"1216","4307619"
"1217","233256"
"1218","613549"
"1219","943133"
"1220","280299"
"1225","855086"
"1227","1016164"
"1229","355305"
"1231","387060"
"1232","1289157"
"1233","142844"
"1234","419222"
"1235","33322"
"1236","223247"
"1702","199712"
"1301","12619139"
"1303","13669704"
"1304","971149"
"1305","602964"
"1307","640857"
"1308","352794"
"1309","861699"
"1310","1269379"
"1312","1522605"
"1313","511726"
"1314","3174941"
"1315","164641"
"1316","17613"
"1319","1115655"
"1321","315030"
"1323","144656"
"1324","117858"
"1325","83418"
"1326","20821488"
"1339","96688"
"1715","421707"
"4306","436407"
"1402","5007876"
"1409","2090870"
"1410","27972"
"1413","294338"
"1414","101699"
"1416","35517"
"1417","128187"
"1418","283737"
"1419","124526"
"1423","85646"
"1432","461"
"1434","2907761"
"1438","2061"
"1439","69071"
"1440","1209213"
"1441","129917"
"1443","47056"
"1444","921170"
"1445","191541"
"1446","27435"
"1447","961328"
"1449","155317"
"1451","857665"
"1452","171180"
"1453","12983"
"1454","211499"
"1455","1318924"
"1456","157523"
"1457","455307"
"1459","219685"
"1460","675922"
"1463","47822"
"1464","214658"
"1465","145779"
"1466","443762"
"1467","320071"
"1468","31644"
"1469","43117"
"1470","63282"
"1472","56877"
"1473","480164"
"1474","247329"
"1475","20485"
"1476","1367133"
"1477","2221350"
"4414","174039"
"4426","67829"
"1503","1328905"
"1504","2046722"
"1506","84883"
"1507","315889"
"1512","236117"
"1513","601280"
"1514","375760"
"1515","262405"
"1516","0"
"1517","165477"
"1519","403799"
"1521","353923"
"1522","747577"
"1524","276755"
"1525","86760"
"1526","48624"
"1527","197697"
"1528","193148"
"1529","8052"
"1530","277347"
"1531","201378"
"1533","107566"
"1535","757944"
"1536","202591"
"1537","341403"
"1538","71263"
"1539","72156"
"1540","120740"
"1541","86251"
"1560","316921"
"1583","247728"
"2049","1366277"
"2231","82365"
"4526","436343"
"4532","583928"
"6605","780419"
"8374","126853"
"1603","504140"
"1604","476871"
"1605","5826205"
"1608","756074"
"1609","635207"
"1611","611984"
"1612","335902"
"1613","481189"
"1614","383527"
"1615","216651"
"1616","316519"
"1617","265364"
"1618","280398"
"4930","89283"
"1704","2087870"
"1708","241618"
"1709","927290"
"1710","1045785"
"1711","421456"
"1712","645654"
"1713","45162"
"1714","1163620"
"1717","1481076"
"1718","1094923"
"1721","144849"
"1722","1219665"
"1723","810160"
"1724","233290"
"1725","677941"
"1726","496334"
"1727","167401"
"1730","103360"
"1732","46000"
"1735","200644"
"1737","186192"
"1773","527153"
"4722","274400"
"4725","2139234"
"4733","129419"
"1701","282367"
"1707","193782"
"1720","185315"
"1729","109264"
"1731","183468"
"1733","178039"
"1734","133580"
"1736","1391636"
"1762","115521"
"1789","262182"
"3164","20102"
"3705","52203"
"4104","254952"
"4106","97081"
"4108","14197"
"4119","100183"
"4133","42848"
"4142","78230"
"4164","65208"
"4737","132837"
"4746","246639"
"1802","1014643"
"1806","262699"
"1809","150396"
"1810","243298"
"1902","403772"
"1903","217805"
"1904","2105251"
"1905","469704"
"1906","45023"
"1907","1479093"
"1909","557562"
"1532","524445"
"2002","19593035"
"2006","3468580"
"2007","641034"
"2008","270189"
"2009","290777"
"2010","1498905"
"2012","332233"
"2013","982069"
"2014","4270448"
"2015","3424357"
"2017","496564"
"2020","422722"
"2022","139104"
"2023","2819751"
"2024","136407"
"2025","381461"
"2027","712083"
"2028","950258"
"2029","1437156"
"2030","1074234"
"2031","457736"
"2032","391175"
"2033","85674"
"2034","2270736"
"2038","1181812"
"3004","58149"
"5007","515714"
"9958","126964"
"2101","464046"
"2102","531689"
"2103","1262602"
"2104","528637"
"2105","2098193"
"2106","483491"
"2107","124293"
"2108","586995"
"2109","207511"
"2114","161137"
"2201","3252497"
"2204","2417499"
"2206","1628248"
"2207","9919645"
"2227","2588179"
"1437","69027"
"2302","22621"
"2303","8255460"
"2311","6322494"
"2325","5029933"
"2329","876496"
"2330","37246661"
"2337","3313685"
"2338","155154"
"2342","138339"
"2344","2032799"
"2351","508681"
"2363","33205"
"2369","422316"
"2379","1640452"
"2388","266195"
"2401","288250"
"2408","2787996"
"2425","8939"
"2434","53116"
"2436","165628"
"2441","622245"
"2449","956162"
"2451","2378206"
"2454","4858027"
"2458","412941"
"2481","310818"
"3006","335901"
"3014","305313"
"3016","41449"
"3034","2979095"
"3035","410263"
"3041","308336"
"3054","272721"
"3094","22260"
"3189","1570959"
"3257","46008"
"3443","805309"
"3474","2991813"
"3519","896908"
"3532","566036"
"3545","334804"
"3559","87269"
"3579","33322"
"3588","72136"
"3598","1048545"
"3686","116318"
"4919","504993"
"4952","201510"
"5305","525789"
"5471","241844"
"6145","474168"
"6202","237172"
"6239","2828033"
"6243","64964"
"6257","358654"
"6271","575559"
"6286","833747"
"8016","357711"
"8081","341894"
"8110","581214"
"8131","924595"
"8261","221037"
"8271","625946"
"2301","7397599"
"2305","10093"
"2315","2797984"
"2324","55149322"
"2331","5013512"
"2352","6569232"
"2353","36420526"
"2356","32570807"
"2357","31298626"
"2358","61575"
"2361","179193"
"2362","911359"
"2364","157642"
"2365","715629"
"2376","2878065"
"2377","5858737"
"2380","230867"
"2382","107056055"
"2385","1597458"
"2387","126005"
"2395","1358033"
"2397","135287"
"2399","564485"
"2405","156261"
"2417","152793"
"2424","11067"
"2438","6802"
"2442","67138"
"2465","256838"
"2474","1511470"
"3002","39960"
"3005","446719"
"3013","183408"
"3017","796056"
"3022","337409"
"3046","130433"
"3057","204307"
"3060","452422"
"3231","56629537"
"3494","180806"
"3515","1013903"
"3701","1897"
"4915","4065068"
"4938","42770679"
"6117","210877"
"6128","112183"
"6166","266872"
"6172","14705"
"6206","206751"
"6230","220775"
"6235","8188"
"6277","251124"
"8008","4089152"
"8114","153143"
"8210","149177"
"9912","41946"
"2323","1765599"
"2340","508026"
"2349","1359636"
"2374","5692842"
"2384","5670354"
"2393","1348701"
"2406","235128"
"2409","29252165"
"2426","217921"
"2443","27147"
"2448","1259477"
"2466","84183"
"2475","4760773"
"2486","278578"
"2489","3631908"
"2491","27173"
"2499","360515"
"3008","1301405"
"3019","347523"
"3024","52770"
"3031","293159"
"3038","270277"
"3049","123586"
"3050","138228"
"3051","335467"
"3059","2803772"
"3061","327436"
"3149","648391"
"3356","175515"
"3383","370344"
"3406","591771"
"3454","236816"
"3481","37957302"
"3504","371902"
"3514","1472491"
"3535","71857"
"3536","63502"
"3557","63040"
"3561","775651"
"3573","304348"
"3576","1178214"
"3584","828232"
"3591","184372"
"3593","144263"
"3599","613134"
"3622","1677738"
"3669","123579"
"3698","874127"
"4934","218695"
"4942","106185"
"4956","94603"
"4960","1307217"
"4976","145263"
"5234","238648"
"5484","96811"
"6116","3582214"
"6120","2005230"
"6131","136662"
"6164","78472"
"6168","267548"
"6176","204198"
"6209","399238"
"6225","31283"
"6226","44072"
"6278","317223"
"6289","60353"
"8072","265921"
"8105","1293247"
"8215","1452761"
"2314","418373"
"2321","632677"
"2332","252809"
"2345","1436936"
"2402","655248"
"2412","15791082"
"2419","632217"
"2439","539064"
"2444","155408"
"2450","2175945"
"2455","144203"
"2485","1044314"
"2496","16037"
"2498","44138722"
"3025","78147"
"3027","105677"
"3045","5198494"
"3047","238056"
"3062","787352"
"3311","678107"
"3380","2223597"
"3419","112952"
"3596","1200357"
"3694","602258"
"3704","66091"
"4904","5232633"
"4906","2212302"
"5388","940954"
"6136","75381"
"6142","763795"
"6152","808616"
"6216","53297"
"6283","18810"
"6285","3242211"
"8011","227821"
"8078","1573620"
"8101","2446611"
"1471","682102"
"1582","106132"
"2059","163371"
"2308","2609573"
"2313","1789712"
"2316","393329"
"2327","938241"
"2328","537777"
"2355","1158454"
"2367","1051396"
"2368","1199816"
"2375","17043"
"2383","329155"
"2392","5868161"
"2413","224049"
"2415","73858"
"2420","248733"
"2421","398331"
"2428","216767"
"2429","33069"
"2431","211681"
"2437","75955"
"2440","130688"
"2456","166819"
"2457","832083"
"2460","154075"
"2462","361692"
"2467","194805"
"2472","334281"
"2476","112296"
"2478","143679"
"2483","69703"
"2484","177646"
"2492","486366"
"2493","201773"
"3003","185014"
"3011","65937"
"3015","1223187"
"3023","144555"
"3026","1042038"
"3032","211301"
"3037","4201784"
"3042","858366"
"3044","346277"
"3058","393055"
"3090","132811"
"3229","66370"
"3296","354526"
"3308","139339"
"3376","239647"
"3432","50941"
"3501","332519"
"3533","495135"
"3550","137450"
"3605","221375"
"3607","624274"
"3645","56682"
"3653","260439"
"3679","308595"
"5469","189559"
"6108","212560"
"6115","531914"
"6133","130400"
"6141","72040"
"6153","724602"
"6155","42743"
"6165","40889"
"6191","1479187"
"6205","126380"
"6213","363601"
"6224","100992"
"6251","866732"
"6269","673321"
"6282","1761912"
"8039","432721"
"8046","3377882"
"8103","91936"
"8163","979565"
"8213","1528856"
"8249","409572"
"2347","4490061"
"2348","8004"
"2359","277495"
"2414","1127970"
"2430","2007828"
"2459","762565"
"3010","1646044"
"3028","2297591"
"3033","1293014"
"3036","4905093"
"3040","14413"
"3048","1909603"
"3055","163578"
"3209","845710"
"3312","919647"
"3315","370424"
"3702","421159"
"5434","992811"
"6189","1427376"
"6281","901780"
"8070","724566"
"8112","2157472"
"2427","167145"
"2453","281587"
"2468","101139"
"2471","59478"
"2480","318520"
"3021","68622"
"3029","332043"
"3130","83645"
"5203","156483"
"6112","370026"
"6183","89174"
"6214","641762"
