"V1","V2"
"1101","7813036"
"1102","5232410"
"1103","277433"
"1104","370788"
"1108","337842"
"1109","325387"
"1110","119422"
"1201","1668901"
"1203","521923"
"1210","6273286"
"1213","70686"
"1215","1516521"
"1216","35837446"
"1217","413384"
"1218","704442"
"1219","985653"
"1220","262765"
"1225","882849"
"1227","1869329"
"1229","430845"
"1231","560555"
"1232","1444989"
"1233","179556"
"1234","841229"
"1235","24396"
"1236","118557"
"1702","1435185"
"1737","247786"
"1301","14704159"
"1303","21300798"
"1304","4524691"
"1305","1176219"
"1307","787283"
"1308","445917"
"1309","1388032"
"1310","1000756"
"1312","1768889"
"1313","3585274"
"1314","2080205"
"1315","301669"
"1319","1896218"
"1321","373327"
"1323","277145"
"1324","108979"
"1325","81088"
"1326","27277277"
"1339","188135"
"4306","1440159"
"1402","18654776"
"1409","2708812"
"1410","52810"
"1413","192335"
"1414","88214"
"1416","191986"
"1417","232136"
"1418","153026"
"1419","104427"
"1423","47210"
"1434","3175045"
"1439","21932"
"1440","1626286"
"1441","111012"
"1443","100217"
"1444","754939"
"1445","150361"
"1446","119155"
"1447","1135185"
"1449","249673"
"1451","1142375"
"1452","162969"
"1453","5354"
"1454","180325"
"1455","994564"
"1456","38275"
"1457","375548"
"1459","212051"
"1460","573595"
"1463","37996"
"1464","489210"
"1465","164667"
"1466","304375"
"1467","575192"
"1468","59220"
"1470","44457"
"1472","64421"
"1473","818276"
"1474","270753"
"1475","19120"
"1476","1954437"
"1477","1566141"
"4414","281105"
"4426","186422"
"4438","1302115"
"1503","1909756"
"1504","4420411"
"1506","149379"
"1507","1564801"
"1512","259219"
"1513","774482"
"1514","366218"
"1515","400077"
"1517","240084"
"1519","781845"
"1521","443048"
"1522","1371114"
"1524","213855"
"1525","118156"
"1526","95030"
"1527","401645"
"1528","389232"
"1529","2048"
"1530","338983"
"1531","206068"
"1532","1128748"
"1533","188904"
"1535","645131"
"1536","465872"
"1537","604197"
"1538","59811"
"1539","218574"
"1540","46053"
"1541","287923"
"1558","556166"
"1560","341300"
"1568","195066"
"1583","551906"
