"V1","V2"
"1101","9951133"
"1102","6631880"
"1103","325227"
"1104","452066"
"1108","415985"
"1109","228122"
"1110","139921"
"1201","2598207"
"1203","601374"
"1210","7704769"
"1213","83195"
"1215","1543281"
"1216","38157609"
"1217","537737"
"1218","885963"
"1219","908118"
"1220","298197"
"1225","1051380"
"1227","1952307"
"1229","443740"
"1231","553305"
"1232","1749147"
"1233","196715"
"1234","663404"
"1235","16531"
"1236","232611"
"1702","1355460"
"1737","216913"
"1301","18239356"
"1303","28175320"
"1304","5275015"
"1305","1146468"
"1307","915418"
"1308","496062"
"1309","1863571"
"1310","1642887"
"1312","2185670"
"1313","4537908"
"1314","3041546"
"1315","300604"
"1319","1660486"
"1321","441336"
"1323","303599"
"1324","129151"
"1325","90128"
"1326","34206823"
"1339","101741"
"4306","1684980"
"1402","19443025"
"1409","3308705"
"1410","58652"
"1413","320632"
"1414","140361"
"1416","16588"
"1417","242741"
"1418","154429"
"1419","78867"
"1423","67580"
"1434","3944844"
"1439","31707"
"1440","1879704"
"1441","161919"
"1443","180011"
"1444","934376"
"1445","142753"
"1446","88332"
"1447","1733307"
"1449","463422"
"1451","1114994"
"1452","176185"
"1453","21922"
"1454","193685"
"1455","1374416"
"1456","73409"
"1457","364327"
"1459","346704"
"1460","654349"
"1463","100169"
"1464","437310"
"1465","231042"
"1466","403049"
"1467","759364"
"1468","28748"
"1470","51457"
"1472","95485"
"1473","609928"
"1474","284933"
"1475","20686"
"1476","2285554"
"1477","2035935"
"4414","241666"
"4426","128520"
"4438","1485042"
"1503","1603769"
"1504","4254679"
"1506","132934"
"1507","2180880"
"1512","283736"
"1513","843812"
"1514","227308"
"1515","327925"
"1517","305365"
"1519","477299"
"1521","384112"
"1522","1459478"
"1524","206426"
"1525","81732"
"1526","60477"
"1527","255249"
"1528","238252"
"1529","8654"
"1530","328402"
"1531","181878"
"1532","1147939"
"1533","218162"
"1535","792429"
"1536","373578"
"1537","587826"
"1538","73448"
"1539","224630"
"1540","114292"
"1541","203865"
"1558","601492"
"1560","372862"
"1568","182549"
"1583","597440"
"1587","106565"
"2049","1430441"
"2228","327603"
"2231","193400"
"2371","8638328"
"3167","206318"
"3346","201055"
"4526","746696"
"4532","1369155"
"4551","229344"
"4555","165829"
"6605","1177634"
"8222","62029"
"8374","382633"
"8996","178911"
"1603","205879"
"1604","804244"
"1605","12220172"
"1608","764548"
"1609","1362536"
"1611","198707"
"1612","281176"
"1614","501046"
"1615","202782"
"1616","289798"
"1617","313194"
"1618","93864"
"4930","1303758"
"1316","66920"
"1708","349700"
"1709","959437"
"1710","1114352"
"1711","787953"
"1712","1379908"
"1713","65976"
"1714","4443166"
"1717","3580111"
"1718","2950121"
"1721","111431"
"1722","1277810"
"1723","741670"
"1724","137158"
"1725","998123"
"1726","623331"
"1727","187880"
"1730","128463"
"1732","41504"
"1735","349073"
"1773","712020"
"1776","243445"
"4720","199007"
"4722","415755"
"4725","2064165"
"4739","262693"
"4755","246416"
"1598","330918"
"1701","421312"
"1707","484219"
"1720","235544"
"1731","103972"
"1733","126162"
"1734","146995"
"1736","1368511"
"1760","77998"
"1762","14584"
"1783","22663"
"1786","10311"
"1789","329159"
"3164","61244"
"3705","513185"
"4104","477207"
"4106","166144"
"4108","9379"
"4119","122105"
"4133","35963"
"4142","9207"
"4155","51329"
"4164","104198"
"4737","125310"
"4746","187256"
"1802","3574200"
"1806","625137"
"1809","336917"
"1810","458597"
"1817","165001"
"1902","526973"
"1903","131579"
"1904","3535376"
"1905","1704944"
"1906","41675"
"1907","5131197"
"1909","2367505"
"2002","30768513"
"2006","2810158"
"2007","722200"
"2008","140478"
"2009","399921"
"2010","1684676"
"2012","748725"
"2013","1370149"
"2014","2837745"
"2015","2325425"
"2017","564289"
"2020","416415"
"2022","699946"
"2023","5249636"
"2024","153332"
"2025","363812"
"2027","4317805"
"2028","760558"
"2029","1357134"
"2030","1182646"
"2031","758339"
"2032","284724"
"2033","63943"
"2034","2158844"
"2038","952189"
"3004","101702"
