"V1","V2"
"1101","2072570"
"1102","1006050"
"1103","84001"
"1104","305778"
"1108","273250"
"1109","160548"
"1110","173302"
"1201","1127058"
"1203","181302"
"1210","1993411"
"1213","51716"
"1215","1401975"
"1216","3687244"
"1217","342088"
"1218","695261"
"1219","922393"
"1220","235559"
"1225","882361"
"1227","1323201"
"1229","367752"
"1231","623068"
"1232","1389819"
"1233","189696"
"1234","374715"
"1235","62232"
"1236","324372"
"1702","219141"
"1301","13912169"
"1303","16517071"
"1304","1012266"
"1305","719212"
"1307","608310"
"1308","454032"
"1309","832954"
"1310","1272173"
"1312","1582460"
"1313","616531"
"1314","3287396"
"1315","208156"
"1316","18614"
"1319","1176325"
"1321","377290"
"1323","149025"
"1324","98251"
"1325","90591"
"1326","20952871"
"1339","122044"
"1715","459369"
"4306","407259"
"1402","4989265"
"1409","2309814"
"1410","29539"
"1413","301243"
"1414","109709"
"1416","15745"
"1417","168604"
"1418","369480"
"1419","91768"
"1423","94123"
"1432","1699"
"1434","2959823"
"1438","0"
"1439","56444"
"1440","1408016"
"1441","134007"
"1443","117348"
"1444","1051558"
"1445","184604"
"1446","21983"
"1447","2239308"
"1449","190145"
"1451","906714"
"1452","188598"
"1453","8142"
"1454","174643"
"1455","1534419"
"1456","189980"
"1457","440208"
"1459","311078"
"1460","582427"
"1463","43592"
"1464","179363"
"1465","130507"
"1466","494983"
"1467","330267"
"1468","57768"
"1469","14332"
"1470","49542"
"1472","57472"
"1473","800233"
"1474","273532"
"1475","10226"
"1476","816577"
"1477","913311"
"4414","232788"
"4426","55572"
"1503","1366545"
"1504","2279528"
"1506","95838"
"1507","341580"
"1512","286465"
"1513","516385"
"1514","358910"
"1515","174676"
"1516","24583"
"1517","230369"
"1519","614089"
"1521","415953"
"1522","755627"
"1524","286827"
"1525","118040"
"1526","57863"
"1527","223841"
"1528","157643"
"1529","3748"
"1530","372759"
"1531","165133"
"1533","128092"
"1535","945644"
"1536","245303"
"1537","378024"
"1538","75282"
"1539","77399"
"1540","166167"
"1541","118236"
"1560","293922"
"1583","342827"
"2049","1061137"
"2231","84726"
"4526","430862"
"4532","501632"
"6605","820446"
"8374","85842"
"1603","184153"
"1604","960210"
"1605","5163622"
"1608","928444"
"1609","1002798"
"1611","663469"
"1612","399093"
"1613","441754"
"1614","456147"
"1615","244358"
"1616","211707"
"1617","353139"
"1618","337684"
"4930","64524"
"1704","2432174"
"1708","252849"
"1709","769429"
"1710","1156882"
"1711","465977"
"1712","546981"
"1713","51441"
"1714","1603178"
"1717","1423282"
"1718","1455421"
"1721","125262"
"1722","1721365"
"1723","728733"
"1724","172990"
"1725","602988"
"1726","617603"
"1727","175166"
"1730","120211"
"1732","78777"
"1735","176635"
"1737","163466"
"1773","527162"
"4722","308948"
"4725","1473454"
"4733","122286"
"1701","290446"
"1707","225161"
"1720","218313"
"1729","72012"
"1731","180117"
"1733","153607"
"1734","142230"
"1736","854111"
"1762","83180"
"1789","533941"
"3164","17521"
"3705","73296"
"4104","305140"
"4106","117646"
"4108","26295"
"4119","98399"
"4133","36376"
"4142","0"
"4164","129309"
"4737","138066"
"4746","248333"
"1802","1074201"
"1806","277660"
"1809","195489"
"1810","300653"
"1902","312303"
"1903","194276"
"1904","2110256"
"1905","572858"
"1906","41712"
"1907","1465982"
"1909","562393"
"1532","450557"
"2002","18317075"
"2006","2772437"
"2007","706932"
"2008","400335"
"2009","356118"
"2010","1489146"
"2012","288429"
"2013","1357401"
"2014","3231167"
"2015","3333594"
"2017","420695"
"2020","418231"
"2022","141743"
"2023","2523507"
"2024","132136"
"2025","245941"
"2027","1054988"
"2028","769492"
"2029","1350737"
"2030","1192527"
"2031","535168"
"2032","437544"
"2033","91936"
"2034","2346259"
"2038","1224266"
"3004","181753"
"5007","467306"
"9958","180071"
"2101","468129"
"2102","511730"
"2103","2338326"
"2104","461769"
"2105","2425335"
"2106","611992"
"2107","364571"
"2108","556627"
"2109","231173"
"2114","150380"
"2201","1864470"
"2204","2600947"
"2206","1775976"
"2207","6590459"
"2227","2016862"
"1437","60665"
"2302","25921"
"2303","8104902"
"2311","5527699"
"2325","4693979"
"2329","907696"
"2330","30566947"
"2337","2088731"
"2338","140671"
"2342","102677"
"2344","1831065"
"2351","575992"
"2363","15378"
"2369","393839"
"2379","1838968"
"2388","301164"
"2401","256195"
"2408","2008611"
"2425","6588"
"2434","52493"
"2436","136603"
"2441","628694"
"2449","937937"
"2451","2070447"
"2454","4589576"
"2458","421921"
"2481","468465"
"3006","411102"
"3014","274802"
"3016","29088"
"3034","2552279"
"3035","480518"
"3041","459204"
"3054","439998"
"3094","23782"
"3189","1424397"
"3257","42185"
"3443","773521"
"3474","2808650"
"3519","880588"
"3532","541607"
"3545","252429"
"3559","75757"
"3579","17802"
"3588","70307"
"3598","634405"
"3686","73569"
"4919","486089"
"4952","153020"
"5269","106845"
"5305","483382"
"5471","203867"
"6145","307769"
"6202","228854"
"6239","2656066"
"6243","50122"
"6257","350401"
"6271","502483"
"6286","804920"
"8016","337922"
"8081","345274"
"8110","510854"
"8131","910169"
"8261","206395"
"8271","687102"
"2301","6978286"
"2305","9083"
"2315","2361790"
"2324","46969682"
"2331","4482366"
"2352","6928367"
"2353","33034253"
"2356","29290815"
"2357","24545401"
"2358","53079"
"2361","68793"
"2362","840270"
"2364","193338"
"2365","629763"
"2376","2754430"
"2377","5242322"
"2380","272013"
"2382","91073626"
"2385","1779774"
"2387","125153"
"2395","1560386"
"2397","123080"
"2399","399672"
"2405","41781"
"2417","109372"
"2424","5831"
"2438","3372"
"2442","43976"
"2465","175382"
"2474","2175901"
"3002","38178"
"3005","290730"
"3013","189208"
"3017","862550"
"3022","276977"
"3046","104119"
"3057","168386"
"3060","558917"
"3231","61403027"
"3494","183016"
"3515","687991"
"3701","1873"
"4915","3828333"
"4938","35520113"
"6117","186039"
"6128","112268"
"6166","316483"
"6172","28846"
"6206","208876"
"6230","250829"
"6235","12501"
"6277","217818"
"8008","3484404"
"8114","159357"
"8210","156399"
"9912","42187"
"2323","1504998"
"2340","500927"
"2349","1257080"
"2374","2099906"
"2384","10304221"
"2393","1280951"
"2406","259141"
"2409","26234489"
"2426","195085"
"2443","13140"
"2448","1117061"
"2466","57258"
"2475","3494167"
"2486","248708"
"2489","3841851"
"2491","30976"
"2499","271004"
"3008","1182676"
"3019","360494"
"3024","8305"
"3031","300694"
"3038","255646"
"3049","83511"
"3050","91935"
"3051","332138"
"3059","1205436"
"3061","219293"
"3149","642657"
"3356","111446"
"3383","224018"
"3406","962841"
"3454","260629"
"3481","45139593"
"3504","362424"
"3514","1338186"
"3535","3177"
"3536","15120"
"3557","65136"
"3561","213148"
"3573","270062"
"3576","663053"
"3584","591522"
"3591","195018"
"3593","160889"
"3599","120328"
"3622","1051195"
"3669","85601"
"3698","647654"
"4934","133169"
"4942","85897"
"4956","78112"
"4960","1781559"
"4976","138458"
"5234","215116"
"5484","142667"
"6116","2513261"
"6120","1710722"
"6131","72807"
"6164","85745"
"6168","219049"
"6176","311157"
"6209","316437"
"6225","-62841"
"6226","47535"
"6278","153622"
"6289","34064"
"8072","243049"
"8105","1263662"
"8215","1009260"
"2314","908736"
"2321","760334"
"2332","191264"
"2345","2325506"
"2402","765106"
"2412","16377363"
"2419","661214"
"2439","622423"
"2444","212627"
"2450","3011328"
"2455","185790"
"2485","968437"
"2496","2259"
"2498","23925285"
"3025","60219"
"3027","105777"
"3045","5819825"
"3047","284672"
"3062","740749"
"3311","537059"
"3380","2140084"
"3419","86991"
"3596","1096964"
"3694","645556"
"3704","93189"
"4904","5877603"
"4906","2075095"
"5388","1057673"
"6136","80901"
"6142","971202"
"6152","442432"
"6216","87116"
"6283","14994"
"6285","2604084"
"8011","215455"
"8078","4511337"
"8101","1393316"
"1471","582812"
"1582","106340"
"2059","187794"
"2308","2533123"
"2313","1440175"
"2316","359333"
"2327","621325"
"2328","526959"
"2355","1036897"
"2367","759002"
"2368","1094370"
"2375","21255"
"2383","314102"
"2392","4354801"
"2413","321569"
"2415","97770"
"2420","235305"
"2421","471637"
"2428","208112"
"2429","55368"
"2431","102644"
"2437","94233"
"2440","158480"
"2456","168504"
"2457","982155"
"2460","115118"
"2462","408953"
"2467","179503"
"2472","304797"
"2476","95386"
"2478","127690"
"2483","94613"
"2484","145448"
"2492","434822"
"2493","183200"
"3003","162377"
"3011","56453"
"3015","1186835"
"3023","155831"
"3026","1112412"
"3032","170340"
"3037","3502261"
"3042","711502"
"3044","245323"
"3058","474521"
"3090","140750"
"3229","56743"
"3296","327424"
"3308","128710"
"3376","228258"
"3432","51083"
"3501","341436"
"3533","519782"
"3550","131644"
"3605","205250"
"3607","456320"
"3645","65933"
"3653","252558"
"3679","325267"
"5469","158356"
"6108","212823"
"6115","500573"
"6133","142970"
"6141","78506"
"6153","834466"
"6155","45504"
"6165","22820"
"6191","1554592"
"6205","130941"
"6213","384336"
"6224","93581"
"6251","662997"
"6269","976882"
"6282","1781743"
"8039","312658"
"8046","2603713"
"8103","118711"
"8163","1060551"
"8213","1469637"
"8249","524230"
"2347","5026660"
"2348","18454"
"2359","241832"
"2414","1343735"
"2430","2416336"
"2459","607795"
"3010","1671362"
"3028","1798157"
"3033","1430951"
"3036","4902307"
"3040","11041"
"3048","2085748"
"3055","120523"
"3209","710433"
"3312","1095448"
"3315","404874"
"3702","260491"
"5434","1019889"
"6189","1519270"
"6281","1024380"
"8070","770750"
"8112","1496225"
"2427","190562"
"2453","510571"
"2468","202501"
"2471","103151"
"2480","364048"
"3021","86746"
"3029","425818"
"3130","77358"
"5203","377898"
"6112","503668"
"6183","460798"
"6214","1316631"
"2312","1663620"
"2317","316944287"
"2354","8728958"
"2360","287655"
"2371","2915362"
"2373","264337"
"2390","67798"
"2404","1239799"
"2423","191348"
"2433","116543"
"2461","49221"
"2464","446780"
"2477","375543"
"2482","80752"
"2488","89556"
"2495","134988"
"2497","101521"
"3018","148408"
"3030","172652"
"3043","96997"
"3052","435739"
"3305","366257"
"3450","146668"
"3518","28684"
"3617","335206"
"6139","430964"
"6192","296273"
"6196","730356"
"6197","117087"
"6201","234420"
"6215","104832"
"8021","87102"
"8201","133631"
"2616","1356045"
"6505","64778928"
"8926","94151"
"9908","483113"
"9918","291215"
"9926","266144"
"9931","137611"
"9937","2722893"
"1436","1374906"
"1442","234024"
"1805","140301"
"1808","168171"
"2501","746009"
"2504","833397"
"2505","143604"
"2506","69961"
"2509","198061"
"2511","1655349"
"2515","1010028"
"2516","664577"
"2520","243119"
"2524","164198"
"2527","9462"
"2528","49999"
"2530","12634"
"2534","16047"
"2535","611376"
"2536","337380"
"2537","96677"
"2538","188271"
"2539","131784"
"2540","0"
"2542","1617255"
"2543","199041"
"2545","262704"
"2546","908558"
"2547","788832"
"2548","460272"
"2597","632039"
"2841","24667"
"3056","109957"
"3703","-114909"
"5515","1260492"
"5521","440342"
"5522","1797995"
"5525","23798"
"5531","453297"
"5533","121493"
"5534","696137"
"2208","2643259"
"2601","56819"
"2603","1392016"
"2605","38740"
"2606","160956"
"2607","366961"
"2608","567116"
"2609","7655817"
"2610","11498427"
"2611","63948"
"2612","130805"
"2613","195430"
"2614","443475"
"2615","5055384"
"2617","199297"
"2618","8558148"
"5607","5565"
"5608","54109"
"6702","724971"
"2701","27377"
"2702","19729"
"2704","259395"
"2705","199020"
"2706","30256"
"2707","346004"
"2722","26096"
"2727","717068"
"5706","106193"
"8940","106322"
"2801","3033930"
"2809","317641"
"2812","400495"
"2816","341981"
"2820","3463676"
"2823","14542788"
"2832","-40171"
"2833","7680714"
"2834","1235164"
"2836","42756"
"2837","288491"
"2838","380509"
"2845","1804230"
"2847","765001"
"2849","702512"
"2850","732083"
"2851","1063855"
"2852","423270"
"2855","142230"
"2856","1214411"
"2867","11128662"
"2880","687861"
"2881","-2127550"
"2882","-488582"
"2883","-167059"
"2884","303341"
"2885","-385392"
"2886","754661"
"2887","599418"
"2888","82448"
"2889","-694186"
"2890","-1350265"
"2891","637105"
"2892","279389"
"5880","280867"
"6005","454304"
"2901","75472"
"2903","2750862"
"2905","918688"
"2906","349704"
"2908","1110685"
"2910","134403"
"2911","249187"
"2912","10659172"
"2913","85449"
"2915","392227"
"1435","2100"
"2062","367999"
"2514","11294"
"2904","48822"
"6184","53417"
"6504","192534"
"8033","52209"
"8422","89863"
"9902","17862"
"9904","804280"
"9905","302449"
"9906","2084"
"9907","1711476"
"9910","1135019"
"9911","469899"
"9914","1751655"
"9917","534001"
"9919","277834"
"9921","2146238"
"9924","285856"
"9925","309445"
"9927","623775"
"9928","191685"
"9929","85972"
"9930","461797"
"9933","3634579"
"9934","320697"
"9935","202610"
"9938","151979"
"9939","492289"
"9940","674039"
"9941","163908"
"9942","169773"
"9943","261987"
"9944","34106"
"9945","668021"
"9955","473670"
"|X-p","0"
"1704","2432174"
"1708","252849"
"1709","769429"
"1710","1156882"
"1711","465977"
"1712","546981"
"1713","51441"
"1714","1603178"
"1717","1423282"
"1718","1455421"
"1721","125262"
"1722","1721365"
"1723","728733"
"1724","172990"
"1725","602988"
"1726","617603"
"1727","175166"
"1730","120211"
"1732","78777"
"1735","176635"
"1737","163466"
"1773","527162"
"4722","308948"
"4725","1473454"
"4733","122286"
"1701","290446"
"1707","225161"
"1720","218313"
